Qu1,Qu2,ID1,ID2,Distance,Type
Should the federal government provide more support for the integration of foreigners?,Are you in favour of Switzerland acquiring new fighter jets for the armed forces?,3391,3463,0.5598383556109272,Real-Symmetric
An initiative calls for health insurance subsidies to be designed so that no one needs to spend more than ten percent of their disposable income on health insurance premiums. Do you support this proposal?,"Should the federal government provide more support for public services (e.g. public transport, post offices) in rural regions?",3421,3445,0.5598855187700589,Real-Symmetric
Are you in favor of further tightening the asylum law?,Should high traffic motorways be expanded to six lanes?,3430,3451,0.5599250135284557,Real-Symmetric
Are you in favour of stricter monitoring of pay equity for women and men? ,"Should online brokerage services (e.g. ""Airbnb"" accommodations, ""Uber"" taxi services) be regulated more strongly?",3434,3447,0.5600071877631344,Real-Symmetric
Would you support the introduction of an opt-out solution of for organ donation?,Should campaign finance for political parties and referendums be openly declared?,3419,3458,0.5600147446326147,Real-Symmetric
Should cannabis use be legalized?,Should the current moratorium on genetically modified plants and animals in Swiss agriculture be extended beyond 2021?,3392,3454,0.5600304966524468,Real-Symmetric
Should insured persons contribute more to healthcare costs (e.g. by increasing the minimal deductible)?,Should the rules for reproductive medicine be further relaxed?,3418,3433,0.5600334767144671,Real-Symmetric
Should private households be free to choose their electricity supplier (complete liberalisation of the electricity market)?,Are you in favour of lowering the voting age to 16?,3440,3460,0.5602450206012727,Real-Symmetric
Should the federal government provide more financial support for the creation of childcare facilities outside the family?,Are you in favour of introducing a general minimum wage of CHF 4'000 for all employees for full-time employment?,3413,3441,0.5603933090768968,Real-Symmetric
Would you be in favour of a doctor being allowed to administer direct active euthanasia in Switzerland?,Are you in favour of restricting competition between the cantons with regard to corporate tax rates?,3435,3439,0.5604267058011005,Real-Symmetric
Do you support an increase in the retirement age (e.g. to 67)?,"Should the federal government spend more or less in the area of ""Social services""?",3412,3476,0.5605396443076762,Real-Symmetric
An initiative calls for Switzerland to stop using fossil fuels by 2050. Do you support this proposal?,Are you in favour of stricter animal welfare regulations for livestock (e.g. permanent access to outdoor areas)?,3448,3457,0.5606589388063408,Real-Symmetric
Should the federal government expand its financial support for continued education and retraining?,Should the requirements for naturalization be increased?,3425,3431,0.5606813701413196,Real-Symmetric
Are you in favour of restricting competition between the cantons with regard to corporate tax rates?,"Should the federal government provide more support for public services (e.g. public transport, post offices) in rural regions?",3439,3445,0.5606944458135483,Real-Symmetric
Are you in favour of restricting competition between the cantons with regard to corporate tax rates?,Should Switzerland strive for a free trade agreement with the USA?,3439,3469,0.5607850103924492,Real-Symmetric
Should compulsory vaccination of children be introduced based on the Swiss vaccination plan?,An initiative wants to give the federal government more powers to introduce measures to reduce healthcare costs (Introduction of a cost barrier). Do you support this proposal?,3420,3422,0.5608077555355518,Real-Symmetric
"According to the Swiss integrated schooling concept, children with learning difficulties or disabilities should be taught in regular classes. Do you approve of this concept?",Are you in favour of Switzerland's candidacy for a seat on the UN Security Council? ,3426,3471,0.5608131759709202,Real-Symmetric
Should insured persons contribute more to healthcare costs (e.g. by increasing the minimal deductible)?,"Should the federal government spend more or less in the area of ""Public security""?",3418,3474,0.5608415526892604,Real-Symmetric
Should insured persons contribute more to healthcare costs (e.g. by increasing the minimal deductible)?,Do you support a further reduction in contributions paid by financially strong cantons to financially weak cantons within the framework of financial equalisation (NFA)?,3418,3437,0.5610304816493679,Real-Symmetric
Do you support a further reduction in contributions paid by financially strong cantons to financially weak cantons within the framework of financial equalisation (NFA)?,"Are you in favour of introducing ""Road Pricing"" for motorised individual transport on busy roads?",3437,3452,0.5610400432908343,Real-Symmetric
Should same-sex couples have the same rights as heterosexual couples in all areas?,Are you in favour of a complete liberalisation of business hours for shops?,3432,3443,0.5610704269809564,Real-Symmetric
Should married couples be taxed separately (individual taxation)?,"Should online brokerage services (e.g. ""Airbnb"" accommodations, ""Uber"" taxi services) be regulated more strongly?",3438,3447,0.5610740389186061,Real-Symmetric
An initiative calls for health insurance subsidies to be designed so that no one needs to spend more than ten percent of their disposable income on health insurance premiums. Do you support this proposal?,Are you in favour of restricting competition between the cantons with regard to corporate tax rates?,3421,3439,0.5611605060142167,Real-Symmetric
Should the current moratorium on genetically modified plants and animals in Swiss agriculture be extended beyond 2021?,Do you support an expansion of the legal possibilities for using DNA analysis in investigations? ,3454,3464,0.5612622524359905,Real-Symmetric
"Currently, a CO2 charge is levied on fossil combustibles (e.g. heating oil, natural gas). Should this charge be extended to motor fuels (e.g. petrol, diesel)?",Should the introduction of electronic voting in elections and referendums (e-voting) be further pursued?,3449,3459,0.5614430776397786,Real-Symmetric
Should insured persons contribute more to healthcare costs (e.g. by increasing the minimal deductible)?,Are you in favour of extending landscape protection (e.g. stricter rules for building outside existing building zones)?,3418,3456,0.5615656828538026,Real-Symmetric
Is limiting immigration more important to you than maintaining the bilateral treaties with the EU?,Do you support an expansion of the legal possibilities for using DNA analysis in investigations? ,3428,3464,0.5616496334077787,Real-Symmetric
An initiative wants to give the federal government more powers to introduce measures to reduce healthcare costs (Introduction of a cost barrier). Do you support this proposal?,Should private households be free to choose their electricity supplier (complete liberalisation of the electricity market)?,3422,3440,0.5617501240803573,Real-Symmetric
Do you support an increase in the retirement age (e.g. to 67)?,Should foreigners who have lived in Switzerland for at least ten years be given the right to vote and be elected at the municipal level?,3412,3427,0.5619061832452337,Real-Symmetric
Should the conversion rate of the occupational pension fund be reduced in order to adjust for increases in life expectancy?,"In your opinion, is lowering taxes at the federal level a priority for the next four years?",3415,3436,0.5619443692337031,Real-Symmetric
Should the federal government provide more support for renewable energies?,Should Switzerland strive for a free trade agreement with the USA?,3450,3469,0.5620330355766722,Real-Symmetric
Do you support cantonal efforts to reduce social welfare benefits?,Should the government increase its efforts to support equal education opportunities (e.g. through vouchers for private tutoring for students from low-income families)?,3416,3423,0.5621296405121416,Real-Symmetric
Are you in favour of stricter animal welfare regulations for livestock (e.g. permanent access to outdoor areas)?,"What is your position the following statement: ""In the long term, everyone benefits from a free market economy in the long term.""",3457,3465,0.5621921968714476,Real-Symmetric
"What is your position the following statement: ""Someone who is not guilty, has nothing to fear from state security measures."".""","Do you support the relaxation of the current measures to protect large predators (lynx, wolves, bears)?",3387,3453,0.5622307874925928,Real-Symmetric
Should insured persons contribute more to healthcare costs (e.g. by increasing the minimal deductible)?,Are you in favor of further tightening the asylum law?,3418,3430,0.5623230125883611,Real-Symmetric
Should the conversion rate of the occupational pension fund be reduced in order to adjust for increases in life expectancy?,Would you support the introduction of an opt-out solution of for organ donation?,3415,3419,0.5624085457948854,Real-Symmetric
"Should Switzerland terminate the Schengen Agreement with the EU, in order to reintroduce more security checks directly on the border?",Should the Federal Council's proposal to tighten the conditions for admission to the civil service be abandoned?,3398,3461,0.5624328149303033,Real-Symmetric
Should the government increase its efforts to support equal education opportunities (e.g. through vouchers for private tutoring for students from low-income families)?,Should direct payments only be granted to farmers that provide an extended ecological performance record (e.g. no synthetic pesticides and limited use of antibiotics)?,3423,3455,0.5624483932557625,Real-Symmetric
Should the government increase its efforts to support equal education opportunities (e.g. through vouchers for private tutoring for students from low-income families)?,"Are you in favour of introducing ""Road Pricing"" for motorised individual transport on busy roads?",3423,3452,0.5625160003081887,Real-Symmetric
Do you support a further reduction in contributions paid by financially strong cantons to financially weak cantons within the framework of financial equalisation (NFA)?,An initiative calls for Switzerland to stop using fossil fuels by 2050. Do you support this proposal?,3437,3448,0.5625205566040878,Real-Symmetric
Should private households be free to choose their electricity supplier (complete liberalisation of the electricity market)?,"Do you support the relaxation of the current measures to protect large predators (lynx, wolves, bears)?",3440,3453,0.562554674670301,Real-Symmetric
"What is your position the following statement: ""Wealthy individuals should contribute more to the funding of the state.""","Should the federal government spend more or less in the area of ""Road traffic (motorised individual transport)""?",3399,3477,0.5626511900424533,Real-Symmetric
Are you in favour of introducing a general minimum wage of CHF 4'000 for all employees for full-time employment?,Should direct payments only be granted to farmers that provide an extended ecological performance record (e.g. no synthetic pesticides and limited use of antibiotics)?,3441,3455,0.5626623131431425,Real-Symmetric
Should same-sex couples have the same rights as heterosexual couples in all areas?,Are you in favour of lowering the voting age to 16?,3432,3460,0.5627088159161047,Real-Symmetric
Should the government increase its efforts to support equal education opportunities (e.g. through vouchers for private tutoring for students from low-income families)?,"Should the federal government spend more or less in the area of ""Agriculture""?",3423,3479,0.5627307418585212,Real-Symmetric
Is limiting immigration more important to you than maintaining the bilateral treaties with the EU?,Should same-sex couples have the same rights as heterosexual couples in all areas?,3428,3432,0.5627331780216103,Real-Symmetric
Should cannabis use be legalized?,Are you in favor of further tightening the asylum law?,3392,3430,0.5627934432205618,Real-Symmetric
"What is your position the following statement: ""Wealthy individuals should contribute more to the funding of the state.""",Are you in favour of stricter animal welfare regulations for livestock (e.g. permanent access to outdoor areas)?,3399,3457,0.5628011744925493,Real-Symmetric
An initiative wants to give the federal government more powers to introduce measures to reduce healthcare costs (Introduction of a cost barrier). Do you support this proposal?,Are you in favour of stricter monitoring of pay equity for women and men? ,3422,3434,0.56283432244118,Real-Symmetric
An initiative calls for health insurance subsidies to be designed so that no one needs to spend more than ten percent of their disposable income on health insurance premiums. Do you support this proposal?,Are you in favour of a complete liberalisation of business hours for shops?,3421,3443,0.562993257207791,Real-Symmetric
Are you in favor of further tightening the asylum law?,"Should the federal government spend more or less in the area of ""Public security""?",3430,3474,0.5630563527729798,Real-Symmetric
Should direct payments only be granted to farmers that provide an extended ecological performance record (e.g. no synthetic pesticides and limited use of antibiotics)?,"Should the federal government spend more or less in the area of ""Agriculture""?",3455,3479,0.5631225108304404,Real-Symmetric
An initiative calls for Switzerland to stop using fossil fuels by 2050. Do you support this proposal?,"What is your position the following statement: ""Stronger environmental protection is necessary, even if its application limits economic growth.""",3448,3467,0.563148336826657,Real-Symmetric
Should the federal government provide more financial support for the creation of childcare facilities outside the family?,Should the Federal Council's proposal to tighten the conditions for admission to the civil service be abandoned?,3413,3461,0.5631574391495963,Real-Symmetric
An initiative calls for the introduction of paid paternity leave for four weeks. Do you support this proposal?,Should same-sex couples have the same rights as heterosexual couples in all areas?,3414,3432,0.5633595574875545,Real-Symmetric
"What is your position the following statement: ""It is best for a child, when one parent stays home full-time for childcare.""",Are you in favour of lowering the voting age to 16?,3389,3460,0.5634243046743531,Real-Symmetric
Would you be in favour of a doctor being allowed to administer direct active euthanasia in Switzerland?,Should investment controls be introduced in order to better protect Swiss companies from takeovers by foreign investors?,3435,3442,0.5634322388668354,Real-Symmetric
Do you support cantonal efforts to reduce social welfare benefits?,An initiative calls for liability rules for Swiss companies with regard to compliance with human rights and environmental standards abroad to be tightened. Do you support this proposal?,3416,3470,0.5635703816974841,Real-Symmetric
Do you support cantonal efforts to reduce social welfare benefits?,Are you in favour of stricter monitoring of pay equity for women and men? ,3416,3434,0.5635910050188082,Real-Symmetric
Are you in favour of introducing a general minimum wage of CHF 4'000 for all employees for full-time employment?,"Should the federal government provide more support for public services (e.g. public transport, post offices) in rural regions?",3441,3445,0.5635961871706535,Real-Symmetric
Should foreigners who have lived in Switzerland for at least ten years be given the right to vote and be elected at the municipal level?,Should direct payments only be granted to farmers that provide an extended ecological performance record (e.g. no synthetic pesticides and limited use of antibiotics)?,3427,3455,0.5636249525349779,Real-Symmetric
Are you in favour of restricting competition between the cantons with regard to corporate tax rates?,An initiative calls for liability rules for Swiss companies with regard to compliance with human rights and environmental standards abroad to be tightened. Do you support this proposal?,3439,3470,0.5638361003618774,Real-Symmetric
Do you support cantonal efforts to reduce social welfare benefits?,Are you in favour of extending landscape protection (e.g. stricter rules for building outside existing building zones)?,3416,3456,0.5638427602235669,Real-Symmetric
Should the federal government provide more support for the construction of non-profit housing? ,Would you support the introduction of an opt-out solution of for organ donation?,3417,3419,0.5638580881777928,Real-Symmetric
"In your opinion, is lowering taxes at the federal level a priority for the next four years?",Are you in favour of stricter animal welfare regulations for livestock (e.g. permanent access to outdoor areas)?,3436,3457,0.5638728871865119,Real-Symmetric
"In your opinion, is lowering taxes at the federal level a priority for the next four years?",Should campaign finance for political parties and referendums be openly declared?,3436,3458,0.5639716077787011,Real-Symmetric
Should compulsory vaccination of children be introduced based on the Swiss vaccination plan?,Are you in favor of further tightening the asylum law?,3420,3430,0.5640305782172297,Real-Symmetric
Should the federal government provide more support for the integration of foreigners?,Should investment controls be introduced in order to better protect Swiss companies from takeovers by foreign investors?,3391,3442,0.5640413570932513,Real-Symmetric
Should the federal government provide more financial support for the creation of childcare facilities outside the family?,Should private households be free to choose their electricity supplier (complete liberalisation of the electricity market)?,3413,3440,0.5640548832344767,Real-Symmetric
Should cannabis use be legalized?,Should sans-papiers be able to obtain a regularized residence status more easily?,3392,3429,0.5640878518449046,Real-Symmetric
Should insured persons contribute more to healthcare costs (e.g. by increasing the minimal deductible)?,Should the requirements for naturalization be increased?,3418,3431,0.5641584320068423,Real-Symmetric
Should the federal government provide more support for the construction of non-profit housing? ,Are you in favour of Switzerland acquiring new fighter jets for the armed forces?,3417,3463,0.5641928736104458,Real-Symmetric
An initiative calls for health insurance subsidies to be designed so that no one needs to spend more than ten percent of their disposable income on health insurance premiums. Do you support this proposal?,"According to the Swiss integrated schooling concept, children with learning difficulties or disabilities should be taught in regular classes. Do you approve of this concept?",3421,3426,0.5642186506129188,Real-Symmetric
Should the expansion of the mobile network according to the 5G standard continue?,Should the federal government provide more support for renewable energies?,3446,3450,0.5644374964045284,Real-Symmetric
An initiative wants to give the federal government more powers to introduce measures to reduce healthcare costs (Introduction of a cost barrier). Do you support this proposal?,"Should the federal government spend more or less in the area of ""Social services""?",3422,3476,0.5644382356046045,Real-Symmetric
Should the government increase its efforts to support equal education opportunities (e.g. through vouchers for private tutoring for students from low-income families)?,Should the Federal Council's proposal to tighten the conditions for admission to the civil service be abandoned?,3423,3461,0.5644547089551197,Real-Symmetric
Should direct payments only be granted to farmers that provide an extended ecological performance record (e.g. no synthetic pesticides and limited use of antibiotics)?,"What is your position the following statement: ""Stronger environmental protection is necessary, even if its application limits economic growth.""",3455,3467,0.5644603055609447,Real-Symmetric
"What is your position the following statement: ""It is best for a child, when one parent stays home full-time for childcare.""",Are you in favour of a complete liberalisation of business hours for shops?,3389,3443,0.5644854368049438,Real-Symmetric
Are you in favour of extending landscape protection (e.g. stricter rules for building outside existing building zones)?,"What is your position the following statement: ""The ongoing digitalization offers significantly more opportunities than risks.""",3456,3466,0.5644896604336082,Real-Symmetric
"Should online brokerage services (e.g. ""Airbnb"" accommodations, ""Uber"" taxi services) be regulated more strongly?",Should the federal government provide more support for renewable energies?,3447,3450,0.5645606126706222,Real-Symmetric
Should insured persons contribute more to healthcare costs (e.g. by increasing the minimal deductible)?,Should campaign finance for political parties and referendums be openly declared?,3418,3458,0.5645646245843174,Real-Symmetric
Would you support the introduction of an opt-out solution of for organ donation?,"Should the federal government provide more support for public services (e.g. public transport, post offices) in rural regions?",3419,3445,0.5646202605536083,Real-Symmetric
Should foreigners who have lived in Switzerland for at least ten years be given the right to vote and be elected at the municipal level?,Should the requirements for naturalization be increased?,3427,3431,0.5646839132020883,Real-Symmetric
Would you support the introduction of an opt-out solution of for organ donation?,Should the current moratorium on genetically modified plants and animals in Swiss agriculture be extended beyond 2021?,3419,3454,0.5647744712711953,Real-Symmetric
Are you in favour of stricter monitoring of pay equity for women and men? ,Should the Federal Council's proposal to tighten the conditions for admission to the civil service be abandoned?,3434,3461,0.5647786927383506,Real-Symmetric
Should the government increase its efforts to support equal education opportunities (e.g. through vouchers for private tutoring for students from low-income families)?,Are you in favour of restricting competition between the cantons with regard to corporate tax rates?,3423,3439,0.5647953672251476,Real-Symmetric
Would you support the introduction of an opt-out solution of for organ donation?,Is limiting immigration more important to you than maintaining the bilateral treaties with the EU?,3419,3428,0.564801277051676,Real-Symmetric
Should the protection against dismissal for older employees be extended?,Should the introduction of electronic voting in elections and referendums (e-voting) be further pursued?,3444,3459,0.5648810536582941,Real-Symmetric
An initiative calls for the introduction of paid paternity leave for four weeks. Do you support this proposal?,Should the Federal Council's proposal to tighten the conditions for admission to the civil service be abandoned?,3414,3461,0.5650665223786796,Real-Symmetric
Should foreigners who have lived in Switzerland for at least ten years be given the right to vote and be elected at the municipal level?,Should the Federal Council's proposal to tighten the conditions for admission to the civil service be abandoned?,3427,3461,0.565088673275213,Real-Symmetric
Should the conversion rate of the occupational pension fund be reduced in order to adjust for increases in life expectancy?,Are you in favour of introducing a general minimum wage of CHF 4'000 for all employees for full-time employment?,3415,3441,0.5650969005299228,Real-Symmetric
"What is your position the following statement: ""Punishing criminals is more important than reintegrating them into society.""",Are you in favour of lowering the voting age to 16?,3388,3460,0.5653248955003964,Real-Symmetric
Are you in favour of a complete liberalisation of business hours for shops?,An initiative calls for liability rules for Swiss companies with regard to compliance with human rights and environmental standards abroad to be tightened. Do you support this proposal?,3443,3470,0.5653428190503156,Real-Symmetric
Should foreigners who have lived in Switzerland for at least ten years be given the right to vote and be elected at the municipal level?,Should campaign finance for political parties and referendums be openly declared?,3427,3458,0.5653499883111763,Real-Symmetric
Should cannabis use be legalized?,Should the expansion of the mobile network according to the 5G standard continue?,3392,3446,0.5653717063995108,Real-Symmetric
"Should Switzerland terminate the Schengen Agreement with the EU, in order to reintroduce more security checks directly on the border?",Are you in favour of introducing a general minimum wage of CHF 4'000 for all employees for full-time employment?,3398,3441,0.565383092248403,Real-Symmetric
Should insured persons contribute more to healthcare costs (e.g. by increasing the minimal deductible)?,Are you in favour of lowering the voting age to 16?,3418,3460,0.5653879417070067,Real-Symmetric
Should insured persons contribute more to healthcare costs (e.g. by increasing the minimal deductible)?,Would you be in favour of a doctor being allowed to administer direct active euthanasia in Switzerland?,3418,3435,0.5653940561824818,Real-Symmetric
Should foreigners who have lived in Switzerland for at least ten years be given the right to vote and be elected at the municipal level?,"In your opinion, is lowering taxes at the federal level a priority for the next four years?",3427,3436,0.5654127154660832,Real-Symmetric
Are you in favor of further tightening the asylum law?,"Should the federal government spend more or less in the area of ""Social services""?",3430,3476,0.5654360123512834,Real-Symmetric
Are you in favour of stricter monitoring of pay equity for women and men? ,"Do you support the relaxation of the current measures to protect large predators (lynx, wolves, bears)?",3434,3453,0.5654366448325205,Real-Symmetric
Should the federal government provide more support for the integration of foreigners?,Should Switzerland strive for a free trade agreement with the USA?,3391,3469,0.5654464482012299,Real-Symmetric
Should cannabis use be legalized?,Would you be in favour of a doctor being allowed to administer direct active euthanasia in Switzerland?,3392,3435,0.5654761735060457,Real-Symmetric
Should compulsory vaccination of children be introduced based on the Swiss vaccination plan?,Should the government increase its efforts to support equal education opportunities (e.g. through vouchers for private tutoring for students from low-income families)?,3420,3423,0.5656430067705235,Real-Symmetric
"In your opinion, is lowering taxes at the federal level a priority for the next four years?",Are you in favour of Switzerland's candidacy for a seat on the UN Security Council? ,3436,3471,0.5656817834498059,Real-Symmetric
"What is your position the following statement: ""Wealthy individuals should contribute more to the funding of the state.""",Are you in favour of lowering the voting age to 16?,3399,3460,0.5657512165685259,Real-Symmetric
"Should Switzerland terminate the Schengen Agreement with the EU, in order to reintroduce more security checks directly on the border?",Should high traffic motorways be expanded to six lanes?,3398,3451,0.5658550869332749,Real-Symmetric
An initiative wants to give the federal government more powers to introduce measures to reduce healthcare costs (Introduction of a cost barrier). Do you support this proposal?,"According to the Swiss integrated schooling concept, children with learning difficulties or disabilities should be taught in regular classes. Do you approve of this concept?",3422,3426,0.5659186006925937,Real-Symmetric
Should sans-papiers be able to obtain a regularized residence status more easily?,Should same-sex couples have the same rights as heterosexual couples in all areas?,3429,3432,0.5659356628758878,Real-Symmetric
Should the rules for reproductive medicine be further relaxed?,Should the Federal Council's proposal to tighten the conditions for admission to the civil service be abandoned?,3433,3461,0.5659911640744613,Real-Symmetric
Is limiting immigration more important to you than maintaining the bilateral treaties with the EU?,Should the export of war materials from Switzerland be banned? ,3428,3462,0.5659973773423754,Real-Symmetric
Do you support an increase in the retirement age (e.g. to 67)?,Should the Federal Council's proposal to tighten the conditions for admission to the civil service be abandoned?,3412,3461,0.5660118044980297,Real-Symmetric
Should the federal government expand its financial support for continued education and retraining?,Are you in favour of Switzerland acquiring new fighter jets for the armed forces?,3425,3463,0.5660799336149048,Real-Symmetric
Should the federal government provide more financial support for the creation of childcare facilities outside the family?,"Should online brokerage services (e.g. ""Airbnb"" accommodations, ""Uber"" taxi services) be regulated more strongly?",3413,3447,0.5662050087004189,Real-Symmetric
Should the federal government provide more support for the integration of foreigners?,Do you support an expansion of the legal possibilities for using DNA analysis in investigations? ,3391,3464,0.5662286940517853,Real-Symmetric
"Are you in favour of schools granting/allowing exemptions from individual subjects or events for religious reasons (e.g. PE/swimming, sex education, etc.)?",Do you support an expansion of the legal possibilities for using DNA analysis in investigations? ,3424,3464,0.5662298519768941,Real-Symmetric
Are you in favour of a complete liberalisation of business hours for shops?,"What is your position the following statement: ""The ongoing digitalization offers significantly more opportunities than risks.""",3443,3466,0.5662740618917546,Real-Symmetric
Should insured persons contribute more to healthcare costs (e.g. by increasing the minimal deductible)?,"Should online brokerage services (e.g. ""Airbnb"" accommodations, ""Uber"" taxi services) be regulated more strongly?",3418,3447,0.5662838507633031,Real-Symmetric
Should insured persons contribute more to healthcare costs (e.g. by increasing the minimal deductible)?,Should private households be free to choose their electricity supplier (complete liberalisation of the electricity market)?,3418,3440,0.5663783625610459,Real-Symmetric
An initiative calls for the introduction of paid paternity leave for four weeks. Do you support this proposal?,Should the protection against dismissal for older employees be extended?,3414,3444,0.566468018419424,Real-Symmetric
Would you support the introduction of an opt-out solution of for organ donation?,Should the Federal Council's proposal to tighten the conditions for admission to the civil service be abandoned?,3419,3461,0.5665159974158399,Real-Symmetric
Should the conversion rate of the occupational pension fund be reduced in order to adjust for increases in life expectancy?,Do you support cantonal efforts to reduce social welfare benefits?,3415,3416,0.5665259925286493,Real-Symmetric
Should high traffic motorways be expanded to six lanes?,Are you in favour of lowering the voting age to 16?,3451,3460,0.5665323051406198,Real-Symmetric
"What is your position the following statement: ""Punishing criminals is more important than reintegrating them into society.""",Do you support an expansion of the legal possibilities for using DNA analysis in investigations? ,3388,3464,0.5666652744874495,Real-Symmetric
Is limiting immigration more important to you than maintaining the bilateral treaties with the EU?,"Should online brokerage services (e.g. ""Airbnb"" accommodations, ""Uber"" taxi services) be regulated more strongly?",3428,3447,0.5667140781913645,Real-Symmetric
Would you support the introduction of an opt-out solution of for organ donation?,Should direct payments only be granted to farmers that provide an extended ecological performance record (e.g. no synthetic pesticides and limited use of antibiotics)?,3419,3455,0.5668090440428349,Real-Symmetric
Should the federal government provide more support for renewable energies?,"What is your position the following statement: ""Stronger environmental protection is necessary, even if its application limits economic growth.""",3450,3467,0.566817456640069,Real-Symmetric
Are you in favour of extending landscape protection (e.g. stricter rules for building outside existing building zones)?,Should the Federal Council's proposal to tighten the conditions for admission to the civil service be abandoned?,3456,3461,0.5669340634095188,Real-Symmetric
Do you support a further reduction in contributions paid by financially strong cantons to financially weak cantons within the framework of financial equalisation (NFA)?,"Should the federal government provide more support for public services (e.g. public transport, post offices) in rural regions?",3437,3445,0.5669362712414059,Real-Symmetric
Should investment controls be introduced in order to better protect Swiss companies from takeovers by foreign investors?,Are you in favour of Switzerland's candidacy for a seat on the UN Security Council? ,3442,3471,0.5669471000066343,Real-Symmetric
Should insured persons contribute more to healthcare costs (e.g. by increasing the minimal deductible)?,"Should the federal government spend more or less in the area of ""Public transport""?",3418,3478,0.5670382426785455,Real-Symmetric
Should compulsory vaccination of children be introduced based on the Swiss vaccination plan?,Should the Federal Council's proposal to tighten the conditions for admission to the civil service be abandoned?,3420,3461,0.5670454956182547,Real-Symmetric
Should the federal government expand its financial support for continued education and retraining?,Should the expansion of the mobile network according to the 5G standard continue?,3425,3446,0.5670662027761783,Real-Symmetric
Is limiting immigration more important to you than maintaining the bilateral treaties with the EU?,An initiative calls for liability rules for Swiss companies with regard to compliance with human rights and environmental standards abroad to be tightened. Do you support this proposal?,3428,3470,0.5671407212652652,Real-Symmetric
Should private households be free to choose their electricity supplier (complete liberalisation of the electricity market)?,Should the current moratorium on genetically modified plants and animals in Swiss agriculture be extended beyond 2021?,3440,3454,0.5671471321305854,Real-Symmetric
Are you in favour of stricter monitoring of pay equity for women and men? ,Should campaign finance for political parties and referendums be openly declared?,3434,3458,0.5672076639421659,Real-Symmetric
Are you in favour of stricter monitoring of pay equity for women and men? ,Should direct payments only be granted to farmers that provide an extended ecological performance record (e.g. no synthetic pesticides and limited use of antibiotics)?,3434,3455,0.5672629356136647,Real-Symmetric
Should the federal government provide more support for the construction of non-profit housing? ,Are you in favour of introducing a general minimum wage of CHF 4'000 for all employees for full-time employment?,3417,3441,0.5672657726073825,Real-Symmetric
"What is your position the following statement: ""Wealthy individuals should contribute more to the funding of the state.""",Should the Federal Council's proposal to tighten the conditions for admission to the civil service be abandoned?,3399,3461,0.5673317549773575,Real-Symmetric
Should foreigners who have lived in Switzerland for at least ten years be given the right to vote and be elected at the municipal level?,Are you in favour of extending landscape protection (e.g. stricter rules for building outside existing building zones)?,3427,3456,0.567344782436212,Real-Symmetric
Would you support the introduction of an opt-out solution of for organ donation?,Should the rules for reproductive medicine be further relaxed?,3419,3433,0.5673807114580289,Real-Symmetric
An initiative calls for the introduction of paid paternity leave for four weeks. Do you support this proposal?,"What is your position the following statement: ""In the long term, everyone benefits from a free market economy in the long term.""",3414,3465,0.5674039275398169,Real-Symmetric
Should foreigners who have lived in Switzerland for at least ten years be given the right to vote and be elected at the municipal level?,Is limiting immigration more important to you than maintaining the bilateral treaties with the EU?,3427,3428,0.5674168482960518,Real-Symmetric
Should the federal government expand its financial support for continued education and retraining?,Are you in favour of introducing a general minimum wage of CHF 4'000 for all employees for full-time employment?,3425,3441,0.5674426889258986,Real-Symmetric
Should married couples be taxed separately (individual taxation)?,Should direct payments only be granted to farmers that provide an extended ecological performance record (e.g. no synthetic pesticides and limited use of antibiotics)?,3438,3455,0.5676203901670324,Real-Symmetric
"Should Switzerland terminate the Schengen Agreement with the EU, in order to reintroduce more security checks directly on the border?",Are you in favour of stricter animal welfare regulations for livestock (e.g. permanent access to outdoor areas)?,3398,3457,0.5676241704400878,Real-Symmetric
Are you in favour of extending landscape protection (e.g. stricter rules for building outside existing building zones)?,"What is your position the following statement: ""In the long term, everyone benefits from a free market economy in the long term.""",3456,3465,0.5676528366914457,Real-Symmetric
Are you in favour of a complete liberalisation of business hours for shops?,An initiative calls for Switzerland to stop using fossil fuels by 2050. Do you support this proposal?,3443,3448,0.5676791915646745,Real-Symmetric
Would you be in favour of a doctor being allowed to administer direct active euthanasia in Switzerland?,Should the introduction of electronic voting in elections and referendums (e-voting) be further pursued?,3435,3459,0.5677041803143918,Real-Symmetric
Should the conversion rate of the occupational pension fund be reduced in order to adjust for increases in life expectancy?,Should the federal government expand its financial support for continued education and retraining?,3415,3425,0.5677072250868687,Real-Symmetric
Do you support an increase in the retirement age (e.g. to 67)?,"According to the Swiss integrated schooling concept, children with learning difficulties or disabilities should be taught in regular classes. Do you approve of this concept?",3412,3426,0.5678684697045456,Real-Symmetric
Is limiting immigration more important to you than maintaining the bilateral treaties with the EU?,Should the requirements for naturalization be increased?,3428,3431,0.5678708838268098,Real-Symmetric
Should cannabis use be legalized?,"Should the federal government provide more support for public services (e.g. public transport, post offices) in rural regions?",3392,3445,0.5678771814887575,Real-Symmetric
Should the current moratorium on genetically modified plants and animals in Swiss agriculture be extended beyond 2021?,"Should the federal government spend more or less in the area of ""Agriculture""?",3454,3479,0.56794193839447,Real-Symmetric
Should foreigners who have lived in Switzerland for at least ten years be given the right to vote and be elected at the municipal level?,Should married couples be taxed separately (individual taxation)?,3427,3438,0.5679952497216503,Real-Symmetric
