Qu1,Qu2,Similarity,Type
"Should the state be more committed to equal educational opportunities (e.g., through subsidized remedial courses for students from low-income families)?","Should the federal government spend more or less in the area of ""Agriculture""?",0.4133855998516083,Real-Symmetric
Should more qualified workers from non-EU/EFTA countries be allowed to work in Switzerland (increase third-country quota)?,Should 30% of Switzerland's land area be dedicated to preserving biodiversity? [BePart question],0.41336607933044434,Real-Symmetric
Should the Federal Council's ability to restrict private and economic life in the event of a pandemic be more limited?,"To achieve climate targets, should incentives and target agreements be relied on exclusively, rather than bans and restrictions?",0.4132266938686371,Real-Symmetric
Should the federal government be given the authority to determine the hospital offering (national hospital planning with regard to locations and range of services)?,Would you be in favour of doctors being allowed to administer direct active euthanasia in Switzerland?,0.4128974676132202,Real-Symmetric
"To achieve climate targets, should incentives and target agreements be relied on exclusively, rather than bans and restrictions?",Should Switzerland strive for a comprehensive free trade agreement (including agriculture) with the USA?,0.4127078056335449,Real-Symmetric
"Are you in favor of introducing a minimum wage of CHF 4,000 for all full-time employees?","Should the federal government spend more or less in the area of ""Development assistance""?",0.4122806191444397,Real-Symmetric
Should the federal government allocate more funding for health insurance premium subsidies?,"Should the federal government spend more or less in the area of ""Road traffic (motorised individual transport)""?",0.4102402329444885,Real-Symmetric
Do you support tax cuts at the federal level over the next four years?,"A popular initiative aims to reduce television and radio fees (CHF 200 per household, exemption for businesses). Do you support this initiative?",0.41001084446907043,Real-Symmetric
Should the federal government allocate more funding for health insurance premium subsidies?,Should compulsory vaccination of children be introduced based on the Swiss vaccination plan?,0.40973639488220215,Real-Symmetric
Do you think it's fair that environmental and landscape protection rules are being relaxed to allow for the development of renewable energy?,"Should the federal government spend more or less in the area of ""Agriculture""?",0.4097158908843994,Real-Symmetric
Should the state guarantee a comprehensive public service offering also in rural regions?,Should the federal government be given additional powers in the area of digitization of government services in order to be able to impose binding directives and standards on the cantons?,0.4084983766078949,Real-Symmetric
"Should insured persons contribute more to health care costs (e.g., increase the minimum deductible)?","Should the federal government spend more or less in the area of ""Development assistance""?",0.4079267680644989,Real-Symmetric
"Do you support stricter regulations for the financial sector (e.g., stricter capital requirements for banks, ban on bonuses)?","To achieve climate targets, should incentives and target agreements be relied on exclusively, rather than bans and restrictions?",0.4075179696083069,Real-Symmetric
Should the federal government be given the authority to determine the hospital offering (national hospital planning with regard to locations and range of services)?,"Should the federal government spend more or less in the area of ""Public transport""?",0.40692228078842163,Real-Symmetric
Should the Federal Council's ability to restrict private and economic life in the event of a pandemic be more limited?,"Should the federal government spend more or less in the area of ""Public transport""?",0.40649598836898804,Real-Symmetric
"Are you in favour of government measures to make the use of electronic devices more sustainable (e.g., right to repair, extension of warranty period, minimum guaranteed period for software updates)? [BePart question]","What is your position the following statement: ""The ongoing digitalization offers significantly more opportunities than risks.""",0.4063483476638794,Real-Symmetric
"Should the state be more committed to equal educational opportunities (e.g., through subsidized remedial courses for students from low-income families)?",Are you in favor of stricter controls on equal pay for women and men?,0.40632903575897217,Real-Symmetric
"Do you support an increase in the retirement age (e.g., to 67)?","Are you in favor of expanding the army's target number of soldiers to at least 120,000?",0.4055546820163727,Real-Symmetric
Would you support the introduction of a national inheritance tax on all inheritances over one million Swiss francs? [BePart question],Should Switzerland return to a strict interpretation of neutrality (renounce economic sanctions to a large extent)? [BePart question],0.40540891885757446,Real-Symmetric
Should foreign nationals who have lived in Switzerland for at least ten years be granted the right to vote and stand for election at the municipal level?,Would you be in favour of doctors being allowed to administer direct active euthanasia in Switzerland?,0.4047851264476776,Real-Symmetric
Would you be in favour of doctors being allowed to administer direct active euthanasia in Switzerland?,Are you in favour of stricter animal welfare regulations for livestock (e.g. permanent access to outdoor areas)?,0.404523104429245,Real-Symmetric
"According to the Swiss integrated schooling concept, children with learning difficulties or disabilities should be taught in regular classes. Do you approve of this concept?",Would you support the introduction of a national inheritance tax on all inheritances over one million Swiss francs? [BePart question],0.404323548078537,Real-Symmetric
Would you be in favor of the introduction of increasing electricity tariffs when consumption is higher (progressive electricity tariffs)?,"Should the federal government spend more or less in the area of ""Agriculture""?",0.4042932987213135,Real-Symmetric
Should the Federal Council's ability to restrict private and economic life in the event of a pandemic be more limited?,Should it be possible to hold a referendum on federal spending above a certain amount (optional financial referendum)?,0.40359461307525635,Real-Symmetric
"According to the Swiss integrated schooling concept, children with learning difficulties or disabilities should be taught in regular classes. Do you approve of this concept?",Should Switzerland return to a strict interpretation of neutrality (renounce economic sanctions to a large extent)? [BePart question],0.4033520817756653,Real-Symmetric
Should the federal government be given the authority to determine the hospital offering (national hospital planning with regard to locations and range of services)?,"Should the federal government spend more or less in the area of ""Development assistance""?",0.40242576599121094,Real-Symmetric
"According to the Swiss integrated schooling concept, children with learning difficulties or disabilities should be taught in regular classes. Do you approve of this concept?",Would you be in favour of doctors being allowed to administer direct active euthanasia in Switzerland?,0.4024195969104767,Real-Symmetric
"To achieve climate targets, should incentives and target agreements be relied on exclusively, rather than bans and restrictions?","Are you in favor of stronger regulation of the major Internet platforms (i.e., transparency rules on algorithms, increased liability for content, combating disinformation)?",0.4023699462413788,Real-Symmetric
"Are you in favour of government measures to make the use of electronic devices more sustainable (e.g., right to repair, extension of warranty period, minimum guaranteed period for software updates)? [BePart question]","Should the federal government spend more or less in the area of ""Public transport""?",0.4023456871509552,Real-Symmetric
"Are you in favor of introducing a minimum wage of CHF 4,000 for all full-time employees?",Would you be in favor of the introduction of increasing electricity tariffs when consumption is higher (progressive electricity tariffs)?,0.40230515599250793,Real-Symmetric
"According to the Swiss integrated schooling concept, children with learning difficulties or disabilities should be taught in regular classes. Do you approve of this concept?",Should Swiss companies be obliged to ensure that their subsidiaries and suppliers operating abroad comply with social and environmental standards?,0.4021463990211487,Real-Symmetric
Are you in favor of the introduction of a tax on foods containing sugar (sugar tax)?,Would you support the introduction of a national inheritance tax on all inheritances over one million Swiss francs? [BePart question],0.4012950360774994,Real-Symmetric
Are you in favor of the introduction of a tax on foods containing sugar (sugar tax)?,Should married couples be taxed separately (individual taxation)? [BePart question],0.40025216341018677,Real-Symmetric
"Are you in favour of government measures to make the use of electronic devices more sustainable (e.g., right to repair, extension of warranty period, minimum guaranteed period for software updates)? [BePart question]",Should the federal government be given additional powers in the area of digitization of government services in order to be able to impose binding directives and standards on the cantons?,0.40006959438323975,Real-Symmetric
"Are you in favor of introducing a minimum wage of CHF 4,000 for all full-time employees?","Are you in favor of expanding the army's target number of soldiers to at least 120,000?",0.399892121553421,Real-Symmetric
"Are you in favor of further relaxing the protection regulations for large predators (lynx, wolf, bear)?",Should 30% of Switzerland's land area be dedicated to preserving biodiversity? [BePart question],0.3996708393096924,Real-Symmetric
Should the federal government provide more financial support for public housing construction? [BePart question],"Are you in favor of introducing a minimum wage of CHF 4,000 for all full-time employees?",0.39820200204849243,Real-Symmetric
Should the federal government allocate more funding for health insurance premium subsidies?,"A popular initiative aims to reduce television and radio fees (CHF 200 per household, exemption for businesses). Do you support this initiative?",0.3981475532054901,Real-Symmetric
Should the federal government be given the authority to determine the hospital offering (national hospital planning with regard to locations and range of services)?,"Should the federal government spend more or less in the area of ""Public security""?",0.39807677268981934,Real-Symmetric
Are you in favour of stricter animal welfare regulations for livestock (e.g. permanent access to outdoor areas)?,Would you support a ban on single-use plastic and non-recyclable plastics? [BePart question],0.3976612389087677,Real-Symmetric
Should the Federal Council's ability to restrict private and economic life in the event of a pandemic be more limited?,Would you be in favour of doctors being allowed to administer direct active euthanasia in Switzerland?,0.39753180742263794,Real-Symmetric
Do you think it's right for same-sex couples to have the same rights as heterosexual couples in all areas?,Should married couples be taxed separately (individual taxation)? [BePart question],0.39732903242111206,Real-Symmetric
Should the Federal Council's ability to restrict private and economic life in the event of a pandemic be more limited?,"Should the federal government spend more or less in the area of ""Road traffic (motorised individual transport)""?",0.39715009927749634,Real-Symmetric
Are you in favour of stricter animal welfare regulations for livestock (e.g. permanent access to outdoor areas)?,"Are you in favor of stronger regulation of the major Internet platforms (i.e., transparency rules on algorithms, increased liability for content, combating disinformation)?",0.3964848220348358,Real-Symmetric
Should Switzerland ban the registration of new passenger cars with internal combustion engines starting in 2035?,Should Switzerland terminate the Schengen agreement with the EU and reintroduce more security checks directly on the border? [BePart question],0.39632001519203186,Real-Symmetric
"As part of the reform of the BVG (occupational pension plan), pensions are to be reduced (lowering the minimum conversion rate from 6.8% to 6%). Are you in favor of this measure?","Are you in favor of expanding the army's target number of soldiers to at least 120,000?",0.39618659019470215,Real-Symmetric
Would you be in favor of the introduction of increasing electricity tariffs when consumption is higher (progressive electricity tariffs)?,"A popular initiative aims to reduce television and radio fees (CHF 200 per household, exemption for businesses). Do you support this initiative?",0.39575523138046265,Real-Symmetric
Should the construction of new nuclear power plants in Switzerland be allowed again?,Should the federal government be given additional powers in the area of digitization of government services in order to be able to impose binding directives and standards on the cantons?,0.39565199613571167,Real-Symmetric
Should foreign nationals who have lived in Switzerland for at least ten years be granted the right to vote and stand for election at the municipal level?,Should the Swiss mobile network be equipped throughout the country with the latest technology (currently 5G standard)?,0.3955349326133728,Real-Symmetric
Should the Federal Council's ability to restrict private and economic life in the event of a pandemic be more limited?,"Are you in favor of further relaxing the protection regulations for large predators (lynx, wolf, bear)?",0.39529335498809814,Real-Symmetric
Would you support a ban on single-use plastic and non-recyclable plastics? [BePart question],"What is your position the following statement: ""Stronger environmental protection is necessary, even if its application limits economic growth.""",0.3951922655105591,Real-Symmetric
Should foreign nationals who have lived in Switzerland for at least ten years be granted the right to vote and stand for election at the municipal level?,Are you in favour of lowering the voting age to 16?,0.3941058814525604,Real-Symmetric
Do you support tax cuts at the federal level over the next four years?,"Do you support stricter regulations for the financial sector (e.g., stricter capital requirements for banks, ban on bonuses)?",0.39390236139297485,Real-Symmetric
Should 30% of Switzerland's land area be dedicated to preserving biodiversity? [BePart question],Should the Swiss mobile network be equipped throughout the country with the latest technology (currently 5G standard)?,0.3935876488685608,Real-Symmetric
Should private households be free to choose their electricity supplier (complete liberalization of the electricity market)?,"Are you in favour of government measures to make the use of electronic devices more sustainable (e.g., right to repair, extension of warranty period, minimum guaranteed period for software updates)? [BePart question]",0.393483430147171,Real-Symmetric
Would you be in favor of the introduction of increasing electricity tariffs when consumption is higher (progressive electricity tariffs)?,"Should the federal government spend more or less in the area of ""Development assistance""?",0.3933451175689697,Real-Symmetric
Should the differences between cantons with high and low financial capacity be further reduced through fiscal equalization?,Should the Swiss mobile network be equipped throughout the country with the latest technology (currently 5G standard)?,0.3930668234825134,Real-Symmetric
Do you support tax cuts at the federal level over the next four years?,"Should the federal government spend more or less in the area of ""Public transport""?",0.39233076572418213,Real-Symmetric
Should the state guarantee a comprehensive public service offering also in rural regions?,"What is your position the following statement: ""It is necessary for the State to balance out differences in income and wealth through redistribution"".",0.39179548621177673,Real-Symmetric
Should the federal government be given additional powers in the area of digitization of government services in order to be able to impose binding directives and standards on the cantons?,"Are you in favor of stronger regulation of the major Internet platforms (i.e., transparency rules on algorithms, increased liability for content, combating disinformation)?",0.39176151156425476,Real-Symmetric
Do you support tax cuts at the federal level over the next four years?,"Should the federal government spend more or less in the area of ""Public security""?",0.3915443420410156,Real-Symmetric
Do you support efforts to house asylum seekers in centers outside Europe during the asylum procedure?,Would you be in favour of doctors being allowed to administer direct active euthanasia in Switzerland?,0.39151331782341003,Real-Symmetric
"Should a third official gender be introduced alongside ""female"" and ""male""?",Are you in favor of stricter controls on equal pay for women and men?,0.39066997170448303,Real-Symmetric
Do you think it's right for same-sex couples to have the same rights as heterosexual couples in all areas?,Are you in favor of stricter controls on equal pay for women and men?,0.3905736207962036,Real-Symmetric
Should foreign nationals who have lived in Switzerland for at least ten years be granted the right to vote and stand for election at the municipal level?,Should the differences between cantons with high and low financial capacity be further reduced through fiscal equalization?,0.39042773842811584,Real-Symmetric
Should the Federal Council's ability to restrict private and economic life in the event of a pandemic be more limited?,Should the state guarantee a comprehensive public service offering also in rural regions?,0.38948333263397217,Real-Symmetric
Would you be in favour of doctors being allowed to administer direct active euthanasia in Switzerland?,"Are you in favor of further relaxing the protection regulations for large predators (lynx, wolf, bear)?",0.38944047689437866,Real-Symmetric
Should the federal government be given additional powers in the area of digitization of government services in order to be able to impose binding directives and standards on the cantons?,Should Swiss companies be obliged to ensure that their subsidiaries and suppliers operating abroad comply with social and environmental standards?,0.38941437005996704,Real-Symmetric
Would you support the introduction of a national inheritance tax on all inheritances over one million Swiss francs? [BePart question],Should 30% of Switzerland's land area be dedicated to preserving biodiversity? [BePart question],0.3889751732349396,Real-Symmetric
Should the federal government be given additional powers in the area of digitization of government services in order to be able to impose binding directives and standards on the cantons?,"Should the federal government spend more or less in the area of ""Road traffic (motorised individual transport)""?",0.3886825740337372,Real-Symmetric
Should the differences between cantons with high and low financial capacity be further reduced through fiscal equalization?,"Should the federal government spend more or less in the area of ""Social services""?",0.3883463740348816,Real-Symmetric
Are you in favor of closer relations with the European Union (EU)?,Should Switzerland strive for a comprehensive free trade agreement (including agriculture) with the USA?,0.3879896402359009,Real-Symmetric
Do you think it's fair that environmental and landscape protection rules are being relaxed to allow for the development of renewable energy?,Would you support a ban on single-use plastic and non-recyclable plastics? [BePart question],0.3878982961177826,Real-Symmetric
Should it be possible to hold a referendum on federal spending above a certain amount (optional financial referendum)?,"Should the federal government spend more or less in the area of ""Education and research""?",0.3878011405467987,Real-Symmetric
Should 30% of Switzerland's land area be dedicated to preserving biodiversity? [BePart question],"Should the Federal Council be allowed to authorize other states to re-export Swiss weapons in cases of a war of aggression in violation of international law (e.g., the attack on Ukraine)? [BePart question]",0.3874676823616028,Real-Symmetric
Should the federal government provide more financial support for public housing construction? [BePart question],"Should insured persons contribute more to health care costs (e.g., increase the minimum deductible)?",0.38716617226600647,Real-Symmetric
Should the federal government raise the requirements for the gymnasiale matura?,Should it be possible to hold a referendum on federal spending above a certain amount (optional financial referendum)?,0.38684362173080444,Real-Symmetric
Would you support the introduction of a national inheritance tax on all inheritances over one million Swiss francs? [BePart question],Should Switzerland terminate the Schengen agreement with the EU and reintroduce more security checks directly on the border? [BePart question],0.38524124026298523,Real-Symmetric
Would you be in favour of doctors being allowed to administer direct active euthanasia in Switzerland?,Should the federal government be given additional powers in the area of digitization of government services in order to be able to impose binding directives and standards on the cantons?,0.384746789932251,Real-Symmetric
Should the Swiss mobile network be equipped throughout the country with the latest technology (currently 5G standard)?,Should Switzerland terminate the Bilateral Agreements with the EU and seek a free trade agreement without the free movement of persons?,0.3844573199748993,Real-Symmetric
Should the differences between cantons with high and low financial capacity be further reduced through fiscal equalization?,Should Switzerland strive for a comprehensive free trade agreement (including agriculture) with the USA?,0.3841851055622101,Real-Symmetric
Do you support tax cuts at the federal level over the next four years?,"Should the federal government spend more or less in the area of ""Education and research""?",0.38336488604545593,Real-Symmetric
Would you be in favor of the introduction of increasing electricity tariffs when consumption is higher (progressive electricity tariffs)?,Would you support a ban on single-use plastic and non-recyclable plastics? [BePart question],0.38321051001548767,Real-Symmetric
"As part of the reform of the BVG (occupational pension plan), pensions are to be reduced (lowering the minimum conversion rate from 6.8% to 6%). Are you in favor of this measure?","A popular initiative aims to reduce television and radio fees (CHF 200 per household, exemption for businesses). Do you support this initiative?",0.3828014135360718,Real-Symmetric
Should 30% of Switzerland's land area be dedicated to preserving biodiversity? [BePart question],"What is your position the following statement: ""Stronger environmental protection is necessary, even if its application limits economic growth.""",0.3826213777065277,Real-Symmetric
Are you in favour of stricter animal welfare regulations for livestock (e.g. permanent access to outdoor areas)?,Should 30% of Switzerland's land area be dedicated to preserving biodiversity? [BePart question],0.38239240646362305,Real-Symmetric
Should the federal government allocate more funding for health insurance premium subsidies?,Would you be in favor of the introduction of increasing electricity tariffs when consumption is higher (progressive electricity tariffs)?,0.3822278380393982,Real-Symmetric
"To achieve climate targets, should incentives and target agreements be relied on exclusively, rather than bans and restrictions?","Should the Federal Council be allowed to authorize other states to re-export Swiss weapons in cases of a war of aggression in violation of international law (e.g., the attack on Ukraine)? [BePart question]",0.38175898790359497,Real-Symmetric
Would you be in favor of the introduction of increasing electricity tariffs when consumption is higher (progressive electricity tariffs)?,"Are you in favor of stronger regulation of the major Internet platforms (i.e., transparency rules on algorithms, increased liability for content, combating disinformation)?",0.3815383017063141,Real-Symmetric
Would you be in favour of doctors being allowed to administer direct active euthanasia in Switzerland?,"Should the Federal Council be allowed to authorize other states to re-export Swiss weapons in cases of a war of aggression in violation of international law (e.g., the attack on Ukraine)? [BePart question]",0.38152530789375305,Real-Symmetric
Should compulsory vaccination of children be introduced based on the Swiss vaccination plan?,Should the federal government be given additional powers in the area of digitization of government services in order to be able to impose binding directives and standards on the cantons?,0.3813488185405731,Real-Symmetric
Would you support the introduction of a national inheritance tax on all inheritances over one million Swiss francs? [BePart question],Should the construction of new nuclear power plants in Switzerland be allowed again?,0.3810175061225891,Real-Symmetric
"Are you in favor of further relaxing the protection regulations for large predators (lynx, wolf, bear)?",Should direct payments only be granted to farmers with proof of ecological performance?,0.3809223771095276,Real-Symmetric
Should the federal government raise the requirements for the gymnasiale matura?,Should the construction of new nuclear power plants in Switzerland be allowed again?,0.3807624578475952,Real-Symmetric
Should the state guarantee a comprehensive public service offering also in rural regions?,"Should the federal government spend more or less in the area of ""Road traffic (motorised individual transport)""?",0.38032039999961853,Real-Symmetric
Should the Federal Council's ability to restrict private and economic life in the event of a pandemic be more limited?,"Should the federal government spend more or less in the area of ""Education and research""?",0.37930619716644287,Real-Symmetric
Should the differences between cantons with high and low financial capacity be further reduced through fiscal equalization?,Should it be possible to hold a referendum on federal spending above a certain amount (optional financial referendum)?,0.37905552983283997,Real-Symmetric
Should the Federal Council's ability to restrict private and economic life in the event of a pandemic be more limited?,"Are you in favour of government measures to make the use of electronic devices more sustainable (e.g., right to repair, extension of warranty period, minimum guaranteed period for software updates)? [BePart question]",0.37860938906669617,Real-Symmetric
"What is your position the following statement: ""In the long term, everyone benefits from a free market economy in the long term.""","What is your position the following statement: ""It is best for a child, when one parent stays home full-time for childcare.""",0.3785099983215332,Real-Symmetric
Should the federal government be given additional powers in the area of digitization of government services in order to be able to impose binding directives and standards on the cantons?,"Should the federal government spend more or less in the area of ""Public transport""?",0.378363698720932,Real-Symmetric
Do you support tax cuts at the federal level over the next four years?,"Should the federal government spend more or less in the area of ""Road traffic (motorised individual transport)""?",0.3783489167690277,Real-Symmetric
Would you support the introduction of a national inheritance tax on all inheritances over one million Swiss francs? [BePart question],"A popular initiative aims to reduce television and radio fees (CHF 200 per household, exemption for businesses). Do you support this initiative?",0.37820810079574585,Real-Symmetric
Would you be in favor of the introduction of increasing electricity tariffs when consumption is higher (progressive electricity tariffs)?,Are you in favour of stricter animal welfare regulations for livestock (e.g. permanent access to outdoor areas)?,0.37813523411750793,Real-Symmetric
Should the federal government allocate more funding for health insurance premium subsidies?,"Should the state be more committed to equal educational opportunities (e.g., through subsidized remedial courses for students from low-income families)?",0.37804603576660156,Real-Symmetric
Should private households be free to choose their electricity supplier (complete liberalization of the electricity market)?,Should direct payments only be granted to farmers with proof of ecological performance?,0.3780274987220764,Real-Symmetric
"As part of the reform of the BVG (occupational pension plan), pensions are to be reduced (lowering the minimum conversion rate from 6.8% to 6%). Are you in favor of this measure?",Are you in favour of lowering the voting age to 16?,0.3778649866580963,Real-Symmetric
Should the Federal Council's ability to restrict private and economic life in the event of a pandemic be more limited?,Are you in favour of stricter animal welfare regulations for livestock (e.g. permanent access to outdoor areas)?,0.37763646245002747,Real-Symmetric
Should 30% of Switzerland's land area be dedicated to preserving biodiversity? [BePart question],Should Switzerland terminate the Bilateral Agreements with the EU and seek a free trade agreement without the free movement of persons?,0.3775560259819031,Real-Symmetric
"What is your position the following statement: ""Stronger environmental protection is necessary, even if its application limits economic growth.""","Should the federal government spend more or less in the area of ""Development assistance""?",0.3766856789588928,Real-Symmetric
Are you in favor of the introduction of a tax on foods containing sugar (sugar tax)?,Should cannabis use be legalized? [BePart question],0.37625840306282043,Real-Symmetric
"Are you in favor of introducing a minimum wage of CHF 4,000 for all full-time employees?","Should the federal government spend more or less in the area of ""Agriculture""?",0.37558338046073914,Real-Symmetric
"According to the Swiss integrated schooling concept, children with learning difficulties or disabilities should be taught in regular classes. Do you approve of this concept?",Should Switzerland terminate the Bilateral Agreements with the EU and seek a free trade agreement without the free movement of persons?,0.3753803074359894,Real-Symmetric
Do you support efforts to house asylum seekers in centers outside Europe during the asylum procedure?,Are you in favor of closer relations with the European Union (EU)?,0.3743155002593994,Real-Symmetric
"To achieve climate targets, should incentives and target agreements be relied on exclusively, rather than bans and restrictions?",Would you support a ban on single-use plastic and non-recyclable plastics? [BePart question],0.37427642941474915,Real-Symmetric
Would you support the introduction of a national inheritance tax on all inheritances over one million Swiss francs? [BePart question],Should the differences between cantons with high and low financial capacity be further reduced through fiscal equalization?,0.3736300468444824,Real-Symmetric
Should private households be free to choose their electricity supplier (complete liberalization of the electricity market)?,"What is your position the following statement: ""Stronger environmental protection is necessary, even if its application limits economic growth.""",0.373231440782547,Real-Symmetric
Should the federal government provide more financial support for public housing construction? [BePart question],Should direct payments only be granted to farmers with proof of ecological performance?,0.3728538453578949,Real-Symmetric
Should the Swiss mobile network be equipped throughout the country with the latest technology (currently 5G standard)?,"Should the Federal Council be allowed to authorize other states to re-export Swiss weapons in cases of a war of aggression in violation of international law (e.g., the attack on Ukraine)? [BePart question]",0.37255382537841797,Real-Symmetric
Do you support tax cuts at the federal level over the next four years?,Would you support the introduction of a national inheritance tax on all inheritances over one million Swiss francs? [BePart question],0.3724191188812256,Real-Symmetric
Should the federal government allocate more funding for health insurance premium subsidies?,"Are you in favor of introducing a minimum wage of CHF 4,000 for all full-time employees?",0.37240302562713623,Real-Symmetric
Do you think it's fair that environmental and landscape protection rules are being relaxed to allow for the development of renewable energy?,Should Swiss companies be obliged to ensure that their subsidiaries and suppliers operating abroad comply with social and environmental standards?,0.3721754252910614,Real-Symmetric
"As part of the reform of the BVG (occupational pension plan), pensions are to be reduced (lowering the minimum conversion rate from 6.8% to 6%). Are you in favor of this measure?",Would you be in favor of the introduction of increasing electricity tariffs when consumption is higher (progressive electricity tariffs)?,0.37216538190841675,Real-Symmetric
Would you support the introduction of a national inheritance tax on all inheritances over one million Swiss francs? [BePart question],Should the Swiss Armed Forces expand their cooperation with NATO?,0.37210702896118164,Real-Symmetric
Should the Federal Council's ability to restrict private and economic life in the event of a pandemic be more limited?,Should private households be free to choose their electricity supplier (complete liberalization of the electricity market)?,0.3718979060649872,Real-Symmetric
Should the differences between cantons with high and low financial capacity be further reduced through fiscal equalization?,Should Switzerland terminate the Schengen agreement with the EU and reintroduce more security checks directly on the border? [BePart question],0.3717639148235321,Real-Symmetric
Do you support tax cuts at the federal level over the next four years?,Are you in favour of lowering the voting age to 16?,0.3714558184146881,Real-Symmetric
Should the federal government provide more financial support for public housing construction? [BePart question],"Should the state be more committed to equal educational opportunities (e.g., through subsidized remedial courses for students from low-income families)?",0.371441125869751,Real-Symmetric
Should the federal government be given the authority to determine the hospital offering (national hospital planning with regard to locations and range of services)?,"Should the federal government spend more or less in the area of ""National defence""?",0.3714011013507843,Real-Symmetric
Should the federal government be given the authority to determine the hospital offering (national hospital planning with regard to locations and range of services)?,"Should the federal government spend more or less in the area of ""Road traffic (motorised individual transport)""?",0.37127989530563354,Real-Symmetric
"According to the Swiss integrated schooling concept, children with learning difficulties or disabilities should be taught in regular classes. Do you approve of this concept?",Should foreign nationals who have lived in Switzerland for at least ten years be granted the right to vote and stand for election at the municipal level?,0.3712378442287445,Real-Symmetric
Would you be in favour of doctors being allowed to administer direct active euthanasia in Switzerland?,Should Switzerland strive for a comprehensive free trade agreement (including agriculture) with the USA?,0.3712046444416046,Real-Symmetric
Are you in favor of stricter controls on equal pay for women and men?,Are you in favour of stricter animal welfare regulations for livestock (e.g. permanent access to outdoor areas)?,0.37105411291122437,Real-Symmetric
"Do you support stricter regulations for the financial sector (e.g., stricter capital requirements for banks, ban on bonuses)?",Should Swiss companies be obliged to ensure that their subsidiaries and suppliers operating abroad comply with social and environmental standards?,0.3710365891456604,Real-Symmetric
Should the state guarantee a comprehensive public service offering also in rural regions?,Should Switzerland strive for a comprehensive free trade agreement (including agriculture) with the USA?,0.37083303928375244,Real-Symmetric
Should it be possible to hold a referendum on federal spending above a certain amount (optional financial referendum)?,"Should the federal government spend more or less in the area of ""National defence""?",0.37076160311698914,Real-Symmetric
Should the federal government raise the requirements for the gymnasiale matura?,Are you in favour of stricter animal welfare regulations for livestock (e.g. permanent access to outdoor areas)?,0.37033966183662415,Real-Symmetric
"Do you support stricter regulations for the financial sector (e.g., stricter capital requirements for banks, ban on bonuses)?",Would you support a ban on single-use plastic and non-recyclable plastics? [BePart question],0.3702755868434906,Real-Symmetric
Should it be possible to hold a referendum on federal spending above a certain amount (optional financial referendum)?,"Should the federal government spend more or less in the area of ""Public security""?",0.36966225504875183,Real-Symmetric
Should the differences between cantons with high and low financial capacity be further reduced through fiscal equalization?,"Should the federal government spend more or less in the area of ""Development assistance""?",0.369553804397583,Real-Symmetric
Should direct payments only be granted to farmers with proof of ecological performance?,Should Switzerland strive for a comprehensive free trade agreement (including agriculture) with the USA?,0.3694517910480499,Real-Symmetric
"Are you in favor of further relaxing the protection regulations for large predators (lynx, wolf, bear)?","Should the federal government spend more or less in the area of ""National defence""?",0.3693978190422058,Real-Symmetric
Do you support tax cuts at the federal level over the next four years?,"Should the federal government spend more or less in the area of ""National defence""?",0.36927467584609985,Real-Symmetric
"To achieve climate targets, should incentives and target agreements be relied on exclusively, rather than bans and restrictions?",Should Switzerland return to a strict interpretation of neutrality (renounce economic sanctions to a large extent)? [BePart question],0.36879754066467285,Real-Symmetric
"What is your position the following statement: ""It is necessary for the State to balance out differences in income and wealth through redistribution"".","What is your position the following statement: ""Punishing criminals is more important than reintegrating them into society.""",0.36873239278793335,Real-Symmetric
Should compulsory vaccination of children be introduced based on the Swiss vaccination plan?,Should the Federal Council's ability to restrict private and economic life in the event of a pandemic be more limited?,0.36837542057037354,Real-Symmetric
Should the differences between cantons with high and low financial capacity be further reduced through fiscal equalization?,Should 30% of Switzerland's land area be dedicated to preserving biodiversity? [BePart question],0.36834800243377686,Real-Symmetric
"Should housing construction regulations be relaxed (e.g., noise protection, occupancy rates)?","Are you in favor of further relaxing the protection regulations for large predators (lynx, wolf, bear)?",0.36811596155166626,Real-Symmetric
Should the federal government be given additional powers in the area of digitization of government services in order to be able to impose binding directives and standards on the cantons?,Should Switzerland strive for a comprehensive free trade agreement (including agriculture) with the USA?,0.36809778213500977,Real-Symmetric
Should Switzerland ban the registration of new passenger cars with internal combustion engines starting in 2035?,Should 30% of Switzerland's land area be dedicated to preserving biodiversity? [BePart question],0.36777257919311523,Real-Symmetric
"According to the Swiss integrated schooling concept, children with learning difficulties or disabilities should be taught in regular classes. Do you approve of this concept?",Should the Swiss mobile network be equipped throughout the country with the latest technology (currently 5G standard)?,0.36685025691986084,Real-Symmetric
Should private households be free to choose their electricity supplier (complete liberalization of the electricity market)?,Should Swiss companies be obliged to ensure that their subsidiaries and suppliers operating abroad comply with social and environmental standards?,0.36663949489593506,Real-Symmetric
Should Switzerland ban the registration of new passenger cars with internal combustion engines starting in 2035?,Should automatic facial recognition be banned in public spaces?,0.3664386570453644,Real-Symmetric
"According to the Swiss integrated schooling concept, children with learning difficulties or disabilities should be taught in regular classes. Do you approve of this concept?",Should the construction of new nuclear power plants in Switzerland be allowed again?,0.3660794496536255,Real-Symmetric
Should more qualified workers from non-EU/EFTA countries be allowed to work in Switzerland (increase third-country quota)?,"Do you support stricter regulations for the financial sector (e.g., stricter capital requirements for banks, ban on bonuses)?",0.3659539222717285,Real-Symmetric
