Qu1,Qu2,ID1,ID2,d_beh,Type,d_arc,rank_beh,rank_arc,rank_gap
"For married couples, the pension is currently limited to 150% of the maximum individual AHV pension (capping). Should this limit be eliminated?",Should the federal government be given additional powers in the area of digitization of government services in order to be able to impose binding directives and standards on the cantons?,32216,32259,0.3068604894373562,Real-Symmetric,1.530583387688333,783,2471,1688
"For married couples, the pension is currently limited to 150% of the maximum individual AHV pension (capping). Should this limit be eliminated?","Are you in favor of stronger regulation of the major Internet platforms (i.e., transparency rules on algorithms, increased liability for content, combating disinformation)?",32216,32260,0.30965432484101285,Real-Symmetric,1.5365197608744072,833,2512,1679
"For married couples, the pension is currently limited to 150% of the maximum individual AHV pension (capping). Should this limit be eliminated?","A popular initiative aims to reduce television and radio fees (CHF 200 per household, exemption for businesses). Do you support this initiative?",32216,32261,0.44487194548872183,Real-Symmetric,1.5500564390911555,2735,2599,136
"For married couples, the pension is currently limited to 150% of the maximum individual AHV pension (capping). Should this limit be eliminated?",Are you in favour of lowering the voting age to 16?,32216,32262,0.409619140625,Real-Symmetric,1.5623095961459683,2446,2700,254
"For married couples, the pension is currently limited to 150% of the maximum individual AHV pension (capping). Should this limit be eliminated?",Should it be possible to hold a referendum on federal spending above a certain amount (optional financial referendum)?,32216,32263,0.4276729559748428,Real-Symmetric,1.5688848474822747,2641,2755,114
"For married couples, the pension is currently limited to 150% of the maximum individual AHV pension (capping). Should this limit be eliminated?","Are you in favor of expanding the army's target number of soldiers to at least 120,000?",32216,32264,0.37401199507486993,Real-Symmetric,1.5607537747548488,1933,2688,755
"For married couples, the pension is currently limited to 150% of the maximum individual AHV pension (capping). Should this limit be eliminated?",Should the Swiss Armed Forces expand their cooperation with NATO?,32216,32265,0.38749439256147794,Real-Symmetric,1.5506566432961504,2177,2607,430
"For married couples, the pension is currently limited to 150% of the maximum individual AHV pension (capping). Should this limit be eliminated?","Should the Federal Council be allowed to authorize other states to re-export Swiss weapons in cases of a war of aggression in violation of international law (e.g., the attack on Ukraine)? [BePart question]",32216,32266,0.40086469989827056,Real-Symmetric,1.569555056745359,2359,2766,407
"For married couples, the pension is currently limited to 150% of the maximum individual AHV pension (capping). Should this limit be eliminated?",Should automatic facial recognition be banned in public spaces?,32216,32267,0.363249951143248,Real-Symmetric,1.561611397474794,1745,2693,948
"For married couples, the pension is currently limited to 150% of the maximum individual AHV pension (capping). Should this limit be eliminated?",Should Switzerland terminate the Schengen agreement with the EU and reintroduce more security checks directly on the border? [BePart question],32216,32268,0.306444099378882,Real-Symmetric,1.5506584699171269,776,2608,1832
"For married couples, the pension is currently limited to 150% of the maximum individual AHV pension (capping). Should this limit be eliminated?",Are you in favor of closer relations with the European Union (EU)?,32216,32269,0.35104536567849015,Real-Symmetric,1.5457946327168037,1553,2569,1016
"For married couples, the pension is currently limited to 150% of the maximum individual AHV pension (capping). Should this limit be eliminated?",Should Switzerland strive for a comprehensive free trade agreement (including agriculture) with the USA?,32216,32270,0.4176830537401657,Real-Symmetric,1.5630593316765586,2545,2708,163
"For married couples, the pension is currently limited to 150% of the maximum individual AHV pension (capping). Should this limit be eliminated?",Should Swiss companies be obliged to ensure that their subsidiaries and suppliers operating abroad comply with social and environmental standards?,32216,32271,0.3113077408166483,Real-Symmetric,1.5166226250020416,858,2386,1528
"For married couples, the pension is currently limited to 150% of the maximum individual AHV pension (capping). Should this limit be eliminated?",Should Switzerland terminate the Bilateral Agreements with the EU and seek a free trade agreement without the free movement of persons?,32216,32272,0.3035111960011379,Real-Symmetric,1.5453004620477548,740,2566,1826
"For married couples, the pension is currently limited to 150% of the maximum individual AHV pension (capping). Should this limit be eliminated?",Should Switzerland return to a strict interpretation of neutrality (renounce economic sanctions to a large extent)? [BePart question],32216,32273,0.32843916395136297,Real-Symmetric,1.5507995662548388,1142,2611,1469
"For married couples, the pension is currently limited to 150% of the maximum individual AHV pension (capping). Should this limit be eliminated?","What is your position the following statement: ""Someone who is not guilty, has nothing to fear from state security measures.""",32216,32274,0.41550659376005145,Real-Symmetric,1.5616160468959621,2519,2694,175
"For married couples, the pension is currently limited to 150% of the maximum individual AHV pension (capping). Should this limit be eliminated?","What is your position the following statement: ""In the long term, everyone benefits from a free market economy in the long term.""",32216,32275,0.41911255676936293,Real-Symmetric,1.5506348935988645,2566,2606,40
"For married couples, the pension is currently limited to 150% of the maximum individual AHV pension (capping). Should this limit be eliminated?","What is your position the following statement: ""It is necessary for the State to balance out differences in income and wealth through redistribution"".",32216,32276,0.36495423571630176,Real-Symmetric,1.5572616328615152,1770,2665,895
"For married couples, the pension is currently limited to 150% of the maximum individual AHV pension (capping). Should this limit be eliminated?","What is your position the following statement: ""It is best for a child, when one parent stays home full-time for childcare.""",32216,32277,0.3329566260243854,Real-Symmetric,1.5295945122627004,1235,2462,1227
"For married couples, the pension is currently limited to 150% of the maximum individual AHV pension (capping). Should this limit be eliminated?","What is your position the following statement: ""The ongoing digitalization offers significantly more opportunities than risks.""",32216,32278,0.3277504071661238,Real-Symmetric,1.5478065184831684,1128,2585,1457
"For married couples, the pension is currently limited to 150% of the maximum individual AHV pension (capping). Should this limit be eliminated?","What is your position the following statement: ""Punishing criminals is more important than reintegrating them into society.""",32216,32279,0.35736639364204037,Real-Symmetric,1.5705639240833973,1653,2774,1121
"For married couples, the pension is currently limited to 150% of the maximum individual AHV pension (capping). Should this limit be eliminated?","What is your position the following statement: ""Stronger environmental protection is necessary, even if its application limits economic growth.""",32216,32280,0.32416494271164864,Real-Symmetric,1.5375997348299617,1078,2522,1444
"For married couples, the pension is currently limited to 150% of the maximum individual AHV pension (capping). Should this limit be eliminated?","Should the federal government spend more or less in the area of ""Social services""?",32216,32281,0.34713742146712684,Real-Symmetric,1.506299572164682,1482,2324,842
"For married couples, the pension is currently limited to 150% of the maximum individual AHV pension (capping). Should this limit be eliminated?","Should the federal government spend more or less in the area of ""Education and research""?",32216,32282,0.27257866775643647,Real-Symmetric,1.5041150597064774,362,2312,1950
"For married couples, the pension is currently limited to 150% of the maximum individual AHV pension (capping). Should this limit be eliminated?","Should the federal government spend more or less in the area of ""Agriculture""?",32216,32283,0.3785563158368596,Real-Symmetric,1.5520719455737724,2019,2622,603
"For married couples, the pension is currently limited to 150% of the maximum individual AHV pension (capping). Should this limit be eliminated?","Should the federal government spend more or less in the area of ""Public transport""?",32216,32284,0.3017638527492215,Real-Symmetric,1.5415476540377109,706,2544,1838
"For married couples, the pension is currently limited to 150% of the maximum individual AHV pension (capping). Should this limit be eliminated?","Should the federal government spend more or less in the area of ""Road traffic (motorised individual transport)""?",32216,32285,0.36239532449406836,Real-Symmetric,1.5300668650022917,1728,2466,738
"For married couples, the pension is currently limited to 150% of the maximum individual AHV pension (capping). Should this limit be eliminated?","Should the federal government spend more or less in the area of ""Public security""?",32216,32286,0.36941671045717284,Real-Symmetric,1.5499706359352485,1840,2598,758
"For married couples, the pension is currently limited to 150% of the maximum individual AHV pension (capping). Should this limit be eliminated?","Should the federal government spend more or less in the area of ""National defence""?",32216,32287,0.37486611924312746,Real-Symmetric,1.5628600911459312,1950,2706,756
"For married couples, the pension is currently limited to 150% of the maximum individual AHV pension (capping). Should this limit be eliminated?","Should the federal government spend more or less in the area of ""Development assistance""?",32216,32288,0.3703566465956461,Real-Symmetric,1.5464079947262666,1855,2573,718
"As part of the reform of the BVG (occupational pension plan), pensions are to be reduced (lowering the minimum conversion rate from 6.8% to 6%). Are you in favor of this measure?",Should paid parental leave be increased beyond today's 14 weeks of maternity leave and two weeks of paternity leave? [BePart question],32217,32218,0.32784679089026914,Real-Symmetric,1.392700095467469,1131,1465,334
"As part of the reform of the BVG (occupational pension plan), pensions are to be reduced (lowering the minimum conversion rate from 6.8% to 6%). Are you in favor of this measure?",Should the federal government provide more financial support for public housing construction? [BePart question],32217,32219,0.27955441042740226,Real-Symmetric,1.2540650482263687,426,547,121
"As part of the reform of the BVG (occupational pension plan), pensions are to be reduced (lowering the minimum conversion rate from 6.8% to 6%). Are you in favor of this measure?",Should compulsory vaccination of children be introduced based on the Swiss vaccination plan?,32217,32220,0.4364303411473223,Real-Symmetric,1.5601108575119849,2701,2682,19
"As part of the reform of the BVG (occupational pension plan), pensions are to be reduced (lowering the minimum conversion rate from 6.8% to 6%). Are you in favor of this measure?",Are you in favor of the introduction of a tax on foods containing sugar (sugar tax)?,32217,32221,0.3876766061159983,Real-Symmetric,1.4940672093516023,2180,2237,57
"As part of the reform of the BVG (occupational pension plan), pensions are to be reduced (lowering the minimum conversion rate from 6.8% to 6%). Are you in favor of this measure?","Should insured persons contribute more to health care costs (e.g., increase the minimum deductible)?",32217,32222,0.285438536436939,Real-Symmetric,1.2325586645222253,499,439,60
"As part of the reform of the BVG (occupational pension plan), pensions are to be reduced (lowering the minimum conversion rate from 6.8% to 6%). Are you in favor of this measure?",Should the Federal Council's ability to restrict private and economic life in the event of a pandemic be more limited?,32217,32223,0.34886018237082067,Real-Symmetric,1.5506847589420936,1514,2609,1095
"As part of the reform of the BVG (occupational pension plan), pensions are to be reduced (lowering the minimum conversion rate from 6.8% to 6%). Are you in favor of this measure?",Should the federal government be given the authority to determine the hospital offering (national hospital planning with regard to locations and range of services)?,32217,32224,0.3648042748341659,Real-Symmetric,1.563380626726866,1768,2712,944
"As part of the reform of the BVG (occupational pension plan), pensions are to be reduced (lowering the minimum conversion rate from 6.8% to 6%). Are you in favor of this measure?","According to the Swiss integrated schooling concept, children with learning difficulties or disabilities should be taught in regular classes. Do you approve of this concept?",32217,32225,0.3848437379128955,Real-Symmetric,1.4324280022120541,2129,1782,347
"As part of the reform of the BVG (occupational pension plan), pensions are to be reduced (lowering the minimum conversion rate from 6.8% to 6%). Are you in favor of this measure?",Should the federal government raise the requirements for the gymnasiale matura?,32217,32226,0.3716831605094035,Real-Symmetric,1.4337845122994606,1883,1793,90
"As part of the reform of the BVG (occupational pension plan), pensions are to be reduced (lowering the minimum conversion rate from 6.8% to 6%). Are you in favor of this measure?","Should the state be more committed to equal educational opportunities (e.g., through subsidized remedial courses for students from low-income families)?",32217,32227,0.28363986555383514,Real-Symmetric,1.3735173096428572,471,1318,847
"As part of the reform of the BVG (occupational pension plan), pensions are to be reduced (lowering the minimum conversion rate from 6.8% to 6%). Are you in favor of this measure?","Should the conditions for naturalization be relaxed (e.g., shorter residence period)?",32217,32228,0.43659282620259904,Real-Symmetric,1.4613778918958236,2704,2009,695
"As part of the reform of the BVG (occupational pension plan), pensions are to be reduced (lowering the minimum conversion rate from 6.8% to 6%). Are you in favor of this measure?",Should more qualified workers from non-EU/EFTA countries be allowed to work in Switzerland (increase third-country quota)?,32217,32229,0.3862360098272433,Real-Symmetric,1.5572235818696651,2154,2664,510
"As part of the reform of the BVG (occupational pension plan), pensions are to be reduced (lowering the minimum conversion rate from 6.8% to 6%). Are you in favor of this measure?",Do you support efforts to house asylum seekers in centers outside Europe during the asylum procedure?,32217,32230,0.35860800125264225,Real-Symmetric,1.422806155813283,1673,1705,32
"As part of the reform of the BVG (occupational pension plan), pensions are to be reduced (lowering the minimum conversion rate from 6.8% to 6%). Are you in favor of this measure?",Should foreign nationals who have lived in Switzerland for at least ten years be granted the right to vote and stand for election at the municipal level?,32217,32231,0.3728002411727023,Real-Symmetric,1.4358455822601268,1909,1810,99
"As part of the reform of the BVG (occupational pension plan), pensions are to be reduced (lowering the minimum conversion rate from 6.8% to 6%). Are you in favor of this measure?",Should cannabis use be legalized? [BePart question],32217,32232,0.3612463856338457,Real-Symmetric,1.5341195824774951,1715,2498,783
"As part of the reform of the BVG (occupational pension plan), pensions are to be reduced (lowering the minimum conversion rate from 6.8% to 6%). Are you in favor of this measure?",Would you be in favour of doctors being allowed to administer direct active euthanasia in Switzerland?,32217,32233,0.3377342749602266,Real-Symmetric,1.5624556665752458,1331,2702,1371
"As part of the reform of the BVG (occupational pension plan), pensions are to be reduced (lowering the minimum conversion rate from 6.8% to 6%). Are you in favor of this measure?","Should a third official gender be introduced alongside ""female"" and ""male""?",32217,32234,0.4277283579790512,Real-Symmetric,1.4286410907387679,2643,1746,897
"As part of the reform of the BVG (occupational pension plan), pensions are to be reduced (lowering the minimum conversion rate from 6.8% to 6%). Are you in favor of this measure?",Do you think it's right for same-sex couples to have the same rights as heterosexual couples in all areas?,32217,32235,0.31750598154266835,Real-Symmetric,1.507996539986177,961,2336,1375
"As part of the reform of the BVG (occupational pension plan), pensions are to be reduced (lowering the minimum conversion rate from 6.8% to 6%). Are you in favor of this measure?",Do you support tax cuts at the federal level over the next four years?,32217,32236,0.40349529101154585,Real-Symmetric,1.5496967055614572,2395,2595,200
"As part of the reform of the BVG (occupational pension plan), pensions are to be reduced (lowering the minimum conversion rate from 6.8% to 6%). Are you in favor of this measure?",Should married couples be taxed separately (individual taxation)? [BePart question],32217,32237,0.3306922926063934,Real-Symmetric,1.566184329091634,1187,2725,1538
"As part of the reform of the BVG (occupational pension plan), pensions are to be reduced (lowering the minimum conversion rate from 6.8% to 6%). Are you in favor of this measure?",Would you support the introduction of a national inheritance tax on all inheritances over one million Swiss francs? [BePart question],32217,32238,0.34604367718866547,Real-Symmetric,1.3941905402742572,1461,1474,13
"As part of the reform of the BVG (occupational pension plan), pensions are to be reduced (lowering the minimum conversion rate from 6.8% to 6%). Are you in favor of this measure?",Should the differences between cantons with high and low financial capacity be further reduced through fiscal equalization?,32217,32239,0.356274279702169,Real-Symmetric,1.384597432785,1628,1398,230
"As part of the reform of the BVG (occupational pension plan), pensions are to be reduced (lowering the minimum conversion rate from 6.8% to 6%). Are you in favor of this measure?","Are you in favor of introducing a minimum wage of CHF 4,000 for all full-time employees?",32217,32240,0.28138106933686,Real-Symmetric,1.2258977444990395,445,417,28
"As part of the reform of the BVG (occupational pension plan), pensions are to be reduced (lowering the minimum conversion rate from 6.8% to 6%). Are you in favor of this measure?","Do you support stricter regulations for the financial sector (e.g., stricter capital requirements for banks, ban on bonuses)?",32217,32241,0.2704005078485688,Real-Symmetric,1.3013929163490996,353,807,454
"As part of the reform of the BVG (occupational pension plan), pensions are to be reduced (lowering the minimum conversion rate from 6.8% to 6%). Are you in favor of this measure?",Should private households be free to choose their electricity supplier (complete liberalization of the electricity market)?,32217,32242,0.427314003504859,Real-Symmetric,1.4590403556118208,2633,1990,643
"As part of the reform of the BVG (occupational pension plan), pensions are to be reduced (lowering the minimum conversion rate from 6.8% to 6%). Are you in favor of this measure?","Should housing construction regulations be relaxed (e.g., noise protection, occupancy rates)?",32217,32243,0.36224790659275863,Real-Symmetric,1.3454204218612058,1722,1085,637
"As part of the reform of the BVG (occupational pension plan), pensions are to be reduced (lowering the minimum conversion rate from 6.8% to 6%). Are you in favor of this measure?",Are you in favor of stricter controls on equal pay for women and men?,32217,32244,0.28371670014020994,Real-Symmetric,1.254061071832982,473,546,73
"As part of the reform of the BVG (occupational pension plan), pensions are to be reduced (lowering the minimum conversion rate from 6.8% to 6%). Are you in favor of this measure?",Should busy sections of highways be widened?,32217,32245,0.40578518716782014,Real-Symmetric,1.478254325669459,2412,2149,263
"As part of the reform of the BVG (occupational pension plan), pensions are to be reduced (lowering the minimum conversion rate from 6.8% to 6%). Are you in favor of this measure?",Should Switzerland ban the registration of new passenger cars with internal combustion engines starting in 2035?,32217,32246,0.3958698635358695,Real-Symmetric,1.5017235113328886,2295,2291,4
"As part of the reform of the BVG (occupational pension plan), pensions are to be reduced (lowering the minimum conversion rate from 6.8% to 6%). Are you in favor of this measure?","To achieve climate targets, should incentives and target agreements be relied on exclusively, rather than bans and restrictions?",32217,32247,0.3838918170276613,Real-Symmetric,1.476761553366377,2110,2139,29
"As part of the reform of the BVG (occupational pension plan), pensions are to be reduced (lowering the minimum conversion rate from 6.8% to 6%). Are you in favor of this measure?",Do you think it's fair that environmental and landscape protection rules are being relaxed to allow for the development of renewable energy?,32217,32248,0.3974403723094822,Real-Symmetric,1.4477783634228956,2318,1903,415
"As part of the reform of the BVG (occupational pension plan), pensions are to be reduced (lowering the minimum conversion rate from 6.8% to 6%). Are you in favor of this measure?",Should the construction of new nuclear power plants in Switzerland be allowed again?,32217,32249,0.3479719397507455,Real-Symmetric,1.3606842630179177,1500,1219,281
"As part of the reform of the BVG (occupational pension plan), pensions are to be reduced (lowering the minimum conversion rate from 6.8% to 6%). Are you in favor of this measure?",Should the state guarantee a comprehensive public service offering also in rural regions?,32217,32250,0.2860270544999609,Real-Symmetric,1.3749098024160957,506,1330,824
"As part of the reform of the BVG (occupational pension plan), pensions are to be reduced (lowering the minimum conversion rate from 6.8% to 6%). Are you in favor of this measure?",Would you be in favor of the introduction of increasing electricity tariffs when consumption is higher (progressive electricity tariffs)?,32217,32251,0.3665577127554838,Real-Symmetric,1.497023880921268,1794,2257,463
"As part of the reform of the BVG (occupational pension plan), pensions are to be reduced (lowering the minimum conversion rate from 6.8% to 6%). Are you in favor of this measure?","Are you in favor of further relaxing the protection regulations for large predators (lynx, wolf, bear)?",32217,32252,0.3201705115346038,Real-Symmetric,1.419694929637292,1007,1678,671
"As part of the reform of the BVG (occupational pension plan), pensions are to be reduced (lowering the minimum conversion rate from 6.8% to 6%). Are you in favor of this measure?",Should direct payments only be granted to farmers with proof of ecological performance?,32217,32253,0.33468575664182887,Real-Symmetric,1.490984825819222,1271,2214,943
"As part of the reform of the BVG (occupational pension plan), pensions are to be reduced (lowering the minimum conversion rate from 6.8% to 6%). Are you in favor of this measure?",Are you in favour of stricter animal welfare regulations for livestock (e.g. permanent access to outdoor areas)?,32217,32254,0.28649388715338037,Real-Symmetric,1.3837179417071566,516,1390,874
"As part of the reform of the BVG (occupational pension plan), pensions are to be reduced (lowering the minimum conversion rate from 6.8% to 6%). Are you in favor of this measure?",Should 30% of Switzerland's land area be dedicated to preserving biodiversity? [BePart question],32217,32255,0.28563802443750247,Real-Symmetric,1.3533755700956802,500,1156,656
"As part of the reform of the BVG (occupational pension plan), pensions are to be reduced (lowering the minimum conversion rate from 6.8% to 6%). Are you in favor of this measure?",Would you support a ban on single-use plastic and non-recyclable plastics? [BePart question],32217,32256,0.3009013785790032,Real-Symmetric,1.3717876949568015,693,1304,611
"As part of the reform of the BVG (occupational pension plan), pensions are to be reduced (lowering the minimum conversion rate from 6.8% to 6%). Are you in favor of this measure?","Are you in favour of government measures to make the use of electronic devices more sustainable (e.g., right to repair, extension of warranty period, minimum guaranteed period for software updates)? [BePart question]",32217,32257,0.27994214079074253,Real-Symmetric,1.356048792689951,431,1177,746
"As part of the reform of the BVG (occupational pension plan), pensions are to be reduced (lowering the minimum conversion rate from 6.8% to 6%). Are you in favor of this measure?",Should the Swiss mobile network be equipped throughout the country with the latest technology (currently 5G standard)?,32217,32258,0.3794300908838354,Real-Symmetric,1.4363428825665596,2034,1813,221
"As part of the reform of the BVG (occupational pension plan), pensions are to be reduced (lowering the minimum conversion rate from 6.8% to 6%). Are you in favor of this measure?",Should the federal government be given additional powers in the area of digitization of government services in order to be able to impose binding directives and standards on the cantons?,32217,32259,0.32720966613148905,Real-Symmetric,1.5481754075990537,1123,2587,1464
"As part of the reform of the BVG (occupational pension plan), pensions are to be reduced (lowering the minimum conversion rate from 6.8% to 6%). Are you in favor of this measure?","Are you in favor of stronger regulation of the major Internet platforms (i.e., transparency rules on algorithms, increased liability for content, combating disinformation)?",32217,32260,0.2966012345205689,Real-Symmetric,1.4184271267800668,645,1667,1022
"As part of the reform of the BVG (occupational pension plan), pensions are to be reduced (lowering the minimum conversion rate from 6.8% to 6%). Are you in favor of this measure?","A popular initiative aims to reduce television and radio fees (CHF 200 per household, exemption for businesses). Do you support this initiative?",32217,32261,0.43122809045032556,Real-Symmetric,1.5592471601498643,2668,2674,6
"As part of the reform of the BVG (occupational pension plan), pensions are to be reduced (lowering the minimum conversion rate from 6.8% to 6%). Are you in favor of this measure?",Are you in favour of lowering the voting age to 16?,32217,32262,0.44350579771153037,Real-Symmetric,1.4734936006924795,2733,2102,631
"As part of the reform of the BVG (occupational pension plan), pensions are to be reduced (lowering the minimum conversion rate from 6.8% to 6%). Are you in favor of this measure?",Should it be possible to hold a referendum on federal spending above a certain amount (optional financial referendum)?,32217,32263,0.40161918425906945,Real-Symmetric,1.4991390048891158,2373,2272,101
"As part of the reform of the BVG (occupational pension plan), pensions are to be reduced (lowering the minimum conversion rate from 6.8% to 6%). Are you in favor of this measure?","Are you in favor of expanding the army's target number of soldiers to at least 120,000?",32217,32264,0.3331870831870832,Real-Symmetric,1.4077424572995656,1240,1585,345
"As part of the reform of the BVG (occupational pension plan), pensions are to be reduced (lowering the minimum conversion rate from 6.8% to 6%). Are you in favor of this measure?",Should the Swiss Armed Forces expand their cooperation with NATO?,32217,32265,0.4338574003605047,Real-Symmetric,1.4262023729232813,2685,1726,959
"As part of the reform of the BVG (occupational pension plan), pensions are to be reduced (lowering the minimum conversion rate from 6.8% to 6%). Are you in favor of this measure?","Should the Federal Council be allowed to authorize other states to re-export Swiss weapons in cases of a war of aggression in violation of international law (e.g., the attack on Ukraine)? [BePart question]",32217,32266,0.4470641102456561,Real-Symmetric,1.4221031440704213,2742,1700,1042
"As part of the reform of the BVG (occupational pension plan), pensions are to be reduced (lowering the minimum conversion rate from 6.8% to 6%). Are you in favor of this measure?",Should automatic facial recognition be banned in public spaces?,32217,32267,0.3415837781788855,Real-Symmetric,1.4606674947957816,1393,2002,609
"As part of the reform of the BVG (occupational pension plan), pensions are to be reduced (lowering the minimum conversion rate from 6.8% to 6%). Are you in favor of this measure?",Should Switzerland terminate the Schengen agreement with the EU and reintroduce more security checks directly on the border? [BePart question],32217,32268,0.3347105072325484,Real-Symmetric,1.5491400211320763,1274,2593,1319
"As part of the reform of the BVG (occupational pension plan), pensions are to be reduced (lowering the minimum conversion rate from 6.8% to 6%). Are you in favor of this measure?",Are you in favor of closer relations with the European Union (EU)?,32217,32269,0.36395707919630993,Real-Symmetric,1.570472529566465,1755,2773,1018
"As part of the reform of the BVG (occupational pension plan), pensions are to be reduced (lowering the minimum conversion rate from 6.8% to 6%). Are you in favor of this measure?",Should Switzerland strive for a comprehensive free trade agreement (including agriculture) with the USA?,32217,32270,0.37457877866359823,Real-Symmetric,1.3455322189859154,1942,1088,854
"As part of the reform of the BVG (occupational pension plan), pensions are to be reduced (lowering the minimum conversion rate from 6.8% to 6%). Are you in favor of this measure?",Should Swiss companies be obliged to ensure that their subsidiaries and suppliers operating abroad comply with social and environmental standards?,32217,32271,0.26638094134908685,Real-Symmetric,1.2746002802499494,312,656,344
"As part of the reform of the BVG (occupational pension plan), pensions are to be reduced (lowering the minimum conversion rate from 6.8% to 6%). Are you in favor of this measure?",Should Switzerland terminate the Bilateral Agreements with the EU and seek a free trade agreement without the free movement of persons?,32217,32272,0.3309987211254096,Real-Symmetric,1.5683581038690044,1192,2747,1555
"As part of the reform of the BVG (occupational pension plan), pensions are to be reduced (lowering the minimum conversion rate from 6.8% to 6%). Are you in favor of this measure?",Should Switzerland return to a strict interpretation of neutrality (renounce economic sanctions to a large extent)? [BePart question],32217,32273,0.3586094397124326,Real-Symmetric,1.5237934878652462,1674,2421,747
"As part of the reform of the BVG (occupational pension plan), pensions are to be reduced (lowering the minimum conversion rate from 6.8% to 6%). Are you in favor of this measure?","What is your position the following statement: ""Someone who is not guilty, has nothing to fear from state security measures.""",32217,32274,0.4287640538088287,Real-Symmetric,1.5076074794387455,2652,2333,319
"As part of the reform of the BVG (occupational pension plan), pensions are to be reduced (lowering the minimum conversion rate from 6.8% to 6%). Are you in favor of this measure?","What is your position the following statement: ""In the long term, everyone benefits from a free market economy in the long term.""",32217,32275,0.3575857779204623,Real-Symmetric,1.2621724815114022,1656,594,1062
"As part of the reform of the BVG (occupational pension plan), pensions are to be reduced (lowering the minimum conversion rate from 6.8% to 6%). Are you in favor of this measure?","What is your position the following statement: ""It is necessary for the State to balance out differences in income and wealth through redistribution"".",32217,32276,0.3210989054411823,Real-Symmetric,1.373722844551964,1020,1323,303
"As part of the reform of the BVG (occupational pension plan), pensions are to be reduced (lowering the minimum conversion rate from 6.8% to 6%). Are you in favor of this measure?","What is your position the following statement: ""It is best for a child, when one parent stays home full-time for childcare.""",32217,32277,0.3616314696548211,Real-Symmetric,1.5416217392878533,1717,2546,829
"As part of the reform of the BVG (occupational pension plan), pensions are to be reduced (lowering the minimum conversion rate from 6.8% to 6%). Are you in favor of this measure?","What is your position the following statement: ""The ongoing digitalization offers significantly more opportunities than risks.""",32217,32278,0.3799912080885585,Real-Symmetric,1.3801449369770058,2041,1368,673
"As part of the reform of the BVG (occupational pension plan), pensions are to be reduced (lowering the minimum conversion rate from 6.8% to 6%). Are you in favor of this measure?","What is your position the following statement: ""Punishing criminals is more important than reintegrating them into society.""",32217,32279,0.34134154579773496,Real-Symmetric,1.4884771059520332,1385,2196,811
"As part of the reform of the BVG (occupational pension plan), pensions are to be reduced (lowering the minimum conversion rate from 6.8% to 6%). Are you in favor of this measure?","What is your position the following statement: ""Stronger environmental protection is necessary, even if its application limits economic growth.""",32217,32280,0.3020462869165433,Real-Symmetric,1.4008625993613129,712,1524,812
"As part of the reform of the BVG (occupational pension plan), pensions are to be reduced (lowering the minimum conversion rate from 6.8% to 6%). Are you in favor of this measure?","Should the federal government spend more or less in the area of ""Social services""?",32217,32281,0.284919159605741,Real-Symmetric,1.2319213016915163,491,434,57
"As part of the reform of the BVG (occupational pension plan), pensions are to be reduced (lowering the minimum conversion rate from 6.8% to 6%). Are you in favor of this measure?","Should the federal government spend more or less in the area of ""Education and research""?",32217,32282,0.27088751950702256,Real-Symmetric,1.4092099566189187,354,1598,1244
"As part of the reform of the BVG (occupational pension plan), pensions are to be reduced (lowering the minimum conversion rate from 6.8% to 6%). Are you in favor of this measure?","Should the federal government spend more or less in the area of ""Agriculture""?",32217,32283,0.39009581843069724,Real-Symmetric,1.352474831396657,2217,1149,1068
"As part of the reform of the BVG (occupational pension plan), pensions are to be reduced (lowering the minimum conversion rate from 6.8% to 6%). Are you in favor of this measure?","Should the federal government spend more or less in the area of ""Public transport""?",32217,32284,0.284855066410492,Real-Symmetric,1.4056226976578658,489,1566,1077
"As part of the reform of the BVG (occupational pension plan), pensions are to be reduced (lowering the minimum conversion rate from 6.8% to 6%). Are you in favor of this measure?","Should the federal government spend more or less in the area of ""Road traffic (motorised individual transport)""?",32217,32285,0.33560547875064,Real-Symmetric,1.4858845403704506,1289,2186,897
"As part of the reform of the BVG (occupational pension plan), pensions are to be reduced (lowering the minimum conversion rate from 6.8% to 6%). Are you in favor of this measure?","Should the federal government spend more or less in the area of ""Public security""?",32217,32286,0.3756092417283719,Real-Symmetric,1.5304321012779378,1961,2470,509
"As part of the reform of the BVG (occupational pension plan), pensions are to be reduced (lowering the minimum conversion rate from 6.8% to 6%). Are you in favor of this measure?","Should the federal government spend more or less in the area of ""National defence""?",32217,32287,0.3244543867306853,Real-Symmetric,1.3577318882332352,1085,1196,111
"As part of the reform of the BVG (occupational pension plan), pensions are to be reduced (lowering the minimum conversion rate from 6.8% to 6%). Are you in favor of this measure?","Should the federal government spend more or less in the area of ""Development assistance""?",32217,32288,0.32863972087543614,Real-Symmetric,1.3668009070793958,1146,1266,120
Should paid parental leave be increased beyond today's 14 weeks of maternity leave and two weeks of paternity leave? [BePart question],Should the federal government provide more financial support for public housing construction? [BePart question],32218,32219,0.24604571013966986,Real-Symmetric,1.1036631317213719,177,83,94
Should paid parental leave be increased beyond today's 14 weeks of maternity leave and two weeks of paternity leave? [BePart question],Should compulsory vaccination of children be introduced based on the Swiss vaccination plan?,32218,32220,0.42938764352104974,Real-Symmetric,1.450397626229306,2657,1919,738
