ID1,ID2,Qu1,Qu2,correlation,abs_correlation
32234,32254,"Should a third official gender be introduced alongside ""female"" and ""male""?",Are you in favour of stricter animal welfare regulations for livestock (e.g. permanent access to outdoor areas)?,0.313772856517785,0.313772856517785
32254,32257,Are you in favour of stricter animal welfare regulations for livestock (e.g. permanent access to outdoor areas)?,"Are you in favour of government measures to make the use of electronic devices more sustainable (e.g., right to repair, extension of warranty period, minimum guaranteed period for software updates)? [BePart question]",0.31314510264852324,0.31314510264852324
32261,32276,"A popular initiative aims to reduce television and radio fees (CHF 200 per household, exemption for businesses). Do you support this initiative?","What is your position the following statement: ""It is necessary for the State to balance out differences in income and wealth through redistribution"".",-0.3130390447021079,0.3130390447021079
32252,32255,"Are you in favor of further relaxing the protection regulations for large predators (lynx, wolf, bear)?",Should 30% of Switzerland's land area be dedicated to preserving biodiversity? [BePart question],-0.3128876473260064,0.3128876473260064
32235,32279,Do you think it's right for same-sex couples to have the same rights as heterosexual couples in all areas?,"What is your position the following statement: ""Punishing criminals is more important than reintegrating them into society.""",-0.312486123031822,0.312486123031822
32231,32245,Should foreign nationals who have lived in Switzerland for at least ten years be granted the right to vote and stand for election at the municipal level?,Should busy sections of highways be widened?,-0.31243213811261267,0.31243213811261267
32240,32256,"Are you in favor of introducing a minimum wage of CHF 4,000 for all full-time employees?",Would you support a ban on single-use plastic and non-recyclable plastics? [BePart question],0.3121738449078441,0.3121738449078441
32227,32238,"Should the state be more committed to equal educational opportunities (e.g., through subsidized remedial courses for students from low-income families)?",Would you support the introduction of a national inheritance tax on all inheritances over one million Swiss francs? [BePart question],0.3119255823027999,0.3119255823027999
32236,32276,Do you support tax cuts at the federal level over the next four years?,"What is your position the following statement: ""It is necessary for the State to balance out differences in income and wealth through redistribution"".",-0.3118384365237363,0.3118384365237363
32238,32257,Would you support the introduction of a national inheritance tax on all inheritances over one million Swiss francs? [BePart question],"Are you in favour of government measures to make the use of electronic devices more sustainable (e.g., right to repair, extension of warranty period, minimum guaranteed period for software updates)? [BePart question]",0.31125225729197953,0.31125225729197953
32235,32244,Do you think it's right for same-sex couples to have the same rights as heterosexual couples in all areas?,Are you in favor of stricter controls on equal pay for women and men?,0.3112500075788998,0.3112500075788998
32245,32253,Should busy sections of highways be widened?,Should direct payments only be granted to farmers with proof of ecological performance?,-0.31120870610580936,0.31120870610580936
32271,32279,Should Swiss companies be obliged to ensure that their subsidiaries and suppliers operating abroad comply with social and environmental standards?,"What is your position the following statement: ""Punishing criminals is more important than reintegrating them into society.""",-0.3110471399938402,0.3110471399938402
32215,32217,Should the federal government allocate more funding for health insurance premium subsidies?,"As part of the reform of the BVG (occupational pension plan), pensions are to be reduced (lowering the minimum conversion rate from 6.8% to 6%). Are you in favor of this measure?",-0.3107621008398882,0.3107621008398882
32264,32275,"Are you in favor of expanding the army's target number of soldiers to at least 120,000?","What is your position the following statement: ""In the long term, everyone benefits from a free market economy in the long term.""",0.31060200583368863,0.31060200583368863
32245,32251,Should busy sections of highways be widened?,Would you be in favor of the introduction of increasing electricity tariffs when consumption is higher (progressive electricity tariffs)?,-0.3102610859874224,0.3102610859874224
32227,32254,"Should the state be more committed to equal educational opportunities (e.g., through subsidized remedial courses for students from low-income families)?",Are you in favour of stricter animal welfare regulations for livestock (e.g. permanent access to outdoor areas)?,0.3101711576892905,0.3101711576892905
32262,32264,Are you in favour of lowering the voting age to 16?,"Are you in favor of expanding the army's target number of soldiers to at least 120,000?",-0.3100139981428112,0.3100139981428112
32246,32251,Should Switzerland ban the registration of new passenger cars with internal combustion engines starting in 2035?,Would you be in favor of the introduction of increasing electricity tariffs when consumption is higher (progressive electricity tariffs)?,0.3099158394178295,0.3099158394178295
32225,32231,"According to the Swiss integrated schooling concept, children with learning difficulties or disabilities should be taught in regular classes. Do you approve of this concept?",Should foreign nationals who have lived in Switzerland for at least ten years be granted the right to vote and stand for election at the municipal level?,0.30983146812743023,0.30983146812743023
32247,32288,"To achieve climate targets, should incentives and target agreements be relied on exclusively, rather than bans and restrictions?","Should the federal government spend more or less in the area of ""Development assistance""?",-0.309603633486635,0.309603633486635
32231,32286,Should foreign nationals who have lived in Switzerland for at least ten years be granted the right to vote and stand for election at the municipal level?,"Should the federal government spend more or less in the area of ""Public security""?",-0.3091156012321914,0.3091156012321914
32240,32285,"Are you in favor of introducing a minimum wage of CHF 4,000 for all full-time employees?","Should the federal government spend more or less in the area of ""Road traffic (motorised individual transport)""?",-0.3089256646204235,0.3089256646204235
32227,32285,"Should the state be more committed to equal educational opportunities (e.g., through subsidized remedial courses for students from low-income families)?","Should the federal government spend more or less in the area of ""Road traffic (motorised individual transport)""?",-0.30840156459260176,0.30840156459260176
32228,32235,"Should the conditions for naturalization be relaxed (e.g., shorter residence period)?",Do you think it's right for same-sex couples to have the same rights as heterosexual couples in all areas?,0.3082988425042489,0.3082988425042489
32218,32238,Should paid parental leave be increased beyond today's 14 weeks of maternity leave and two weeks of paternity leave? [BePart question],Would you support the introduction of a national inheritance tax on all inheritances over one million Swiss francs? [BePart question],0.3082245753977151,0.3082245753977151
32234,32273,"Should a third official gender be introduced alongside ""female"" and ""male""?",Should Switzerland return to a strict interpretation of neutrality (renounce economic sanctions to a large extent)? [BePart question],-0.3081652665385253,0.3081652665385253
32227,32246,"Should the state be more committed to equal educational opportunities (e.g., through subsidized remedial courses for students from low-income families)?",Should Switzerland ban the registration of new passenger cars with internal combustion engines starting in 2035?,0.30800743027216293,0.30800743027216293
32247,32262,"To achieve climate targets, should incentives and target agreements be relied on exclusively, rather than bans and restrictions?",Are you in favour of lowering the voting age to 16?,-0.30793952263828894,0.30793952263828894
32222,32275,"Should insured persons contribute more to health care costs (e.g., increase the minimum deductible)?","What is your position the following statement: ""In the long term, everyone benefits from a free market economy in the long term.""",0.3078917433067353,0.3078917433067353
32215,32262,Should the federal government allocate more funding for health insurance premium subsidies?,Are you in favour of lowering the voting age to 16?,0.30771784848021544,0.30771784848021544
32231,32235,Should foreign nationals who have lived in Switzerland for at least ten years be granted the right to vote and stand for election at the municipal level?,Do you think it's right for same-sex couples to have the same rights as heterosexual couples in all areas?,0.30770348302765843,0.30770348302765843
32217,32244,"As part of the reform of the BVG (occupational pension plan), pensions are to be reduced (lowering the minimum conversion rate from 6.8% to 6%). Are you in favor of this measure?",Are you in favor of stricter controls on equal pay for women and men?,-0.30764687411281966,0.30764687411281966
32244,32264,Are you in favor of stricter controls on equal pay for women and men?,"Are you in favor of expanding the army's target number of soldiers to at least 120,000?",-0.3073000245344876,0.3073000245344876
32254,32288,Are you in favour of stricter animal welfare regulations for livestock (e.g. permanent access to outdoor areas)?,"Should the federal government spend more or less in the area of ""Development assistance""?",0.30695969603511764,0.30695969603511764
32264,32271,"Are you in favor of expanding the army's target number of soldiers to at least 120,000?",Should Swiss companies be obliged to ensure that their subsidiaries and suppliers operating abroad comply with social and environmental standards?,-0.3064236297206845,0.3064236297206845
32215,32257,Should the federal government allocate more funding for health insurance premium subsidies?,"Are you in favour of government measures to make the use of electronic devices more sustainable (e.g., right to repair, extension of warranty period, minimum guaranteed period for software updates)? [BePart question]",0.3063697944683377,0.3063697944683377
32235,32246,Do you think it's right for same-sex couples to have the same rights as heterosexual couples in all areas?,Should Switzerland ban the registration of new passenger cars with internal combustion engines starting in 2035?,0.306129962749174,0.306129962749174
32256,32285,Would you support a ban on single-use plastic and non-recyclable plastics? [BePart question],"Should the federal government spend more or less in the area of ""Road traffic (motorised individual transport)""?",-0.3061081018748271,0.3061081018748271
32254,32276,Are you in favour of stricter animal welfare regulations for livestock (e.g. permanent access to outdoor areas)?,"What is your position the following statement: ""It is necessary for the State to balance out differences in income and wealth through redistribution"".",0.30597017128866777,0.30597017128866777
32230,32261,Do you support efforts to house asylum seekers in centers outside Europe during the asylum procedure?,"A popular initiative aims to reduce television and radio fees (CHF 200 per household, exemption for businesses). Do you support this initiative?",0.3058635547150263,0.3058635547150263
32218,32257,Should paid parental leave be increased beyond today's 14 weeks of maternity leave and two weeks of paternity leave? [BePart question],"Are you in favour of government measures to make the use of electronic devices more sustainable (e.g., right to repair, extension of warranty period, minimum guaranteed period for software updates)? [BePart question]",0.3058292094078578,0.3058292094078578
32247,32249,"To achieve climate targets, should incentives and target agreements be relied on exclusively, rather than bans and restrictions?",Should the construction of new nuclear power plants in Switzerland be allowed again?,0.3057574339969801,0.3057574339969801
32261,32279,"A popular initiative aims to reduce television and radio fees (CHF 200 per household, exemption for businesses). Do you support this initiative?","What is your position the following statement: ""Punishing criminals is more important than reintegrating them into society.""",0.3057286904769091,0.3057286904769091
32235,32269,Do you think it's right for same-sex couples to have the same rights as heterosexual couples in all areas?,Are you in favor of closer relations with the European Union (EU)?,0.30554561224310817,0.30554561224310817
32261,32275,"A popular initiative aims to reduce television and radio fees (CHF 200 per household, exemption for businesses). Do you support this initiative?","What is your position the following statement: ""In the long term, everyone benefits from a free market economy in the long term.""",0.30548954745467,0.30548954745467
32274,32279,"What is your position the following statement: ""Someone who is not guilty, has nothing to fear from state security measures.""","What is your position the following statement: ""Punishing criminals is more important than reintegrating them into society.""",0.30488752510563627,0.30488752510563627
32246,32277,Should Switzerland ban the registration of new passenger cars with internal combustion engines starting in 2035?,"What is your position the following statement: ""It is best for a child, when one parent stays home full-time for childcare.""",-0.3048569751664948,0.3048569751664948
32241,32285,"Do you support stricter regulations for the financial sector (e.g., stricter capital requirements for banks, ban on bonuses)?","Should the federal government spend more or less in the area of ""Road traffic (motorised individual transport)""?",-0.30458122261739773,0.30458122261739773
32239,32240,Should the differences between cantons with high and low financial capacity be further reduced through fiscal equalization?,"Are you in favor of introducing a minimum wage of CHF 4,000 for all full-time employees?",0.3045433720736825,0.3045433720736825
32251,32271,Would you be in favor of the introduction of increasing electricity tariffs when consumption is higher (progressive electricity tariffs)?,Should Swiss companies be obliged to ensure that their subsidiaries and suppliers operating abroad comply with social and environmental standards?,0.30453757793342795,0.30453757793342795
32260,32275,"Are you in favor of stronger regulation of the major Internet platforms (i.e., transparency rules on algorithms, increased liability for content, combating disinformation)?","What is your position the following statement: ""In the long term, everyone benefits from a free market economy in the long term.""",-0.30452034704544234,0.30452034704544234
32246,32272,Should Switzerland ban the registration of new passenger cars with internal combustion engines starting in 2035?,Should Switzerland terminate the Bilateral Agreements with the EU and seek a free trade agreement without the free movement of persons?,-0.30440545052617174,0.30440545052617174
32239,32271,Should the differences between cantons with high and low financial capacity be further reduced through fiscal equalization?,Should Swiss companies be obliged to ensure that their subsidiaries and suppliers operating abroad comply with social and environmental standards?,0.30437529142881287,0.30437529142881287
32238,32244,Would you support the introduction of a national inheritance tax on all inheritances over one million Swiss francs? [BePart question],Are you in favor of stricter controls on equal pay for women and men?,0.3042112500732864,0.3042112500732864
32268,32285,Should Switzerland terminate the Schengen agreement with the EU and reintroduce more security checks directly on the border? [BePart question],"Should the federal government spend more or less in the area of ""Road traffic (motorised individual transport)""?",0.3041969705863863,0.3041969705863863
32238,32279,Would you support the introduction of a national inheritance tax on all inheritances over one million Swiss francs? [BePart question],"What is your position the following statement: ""Punishing criminals is more important than reintegrating them into society.""",-0.30406185425373766,0.30406185425373766
32219,32269,Should the federal government provide more financial support for public housing construction? [BePart question],Are you in favor of closer relations with the European Union (EU)?,0.30361257264324504,0.30361257264324504
32261,32268,"A popular initiative aims to reduce television and radio fees (CHF 200 per household, exemption for businesses). Do you support this initiative?",Should Switzerland terminate the Schengen agreement with the EU and reintroduce more security checks directly on the border? [BePart question],0.303379060778091,0.303379060778091
32215,32249,Should the federal government allocate more funding for health insurance premium subsidies?,Should the construction of new nuclear power plants in Switzerland be allowed again?,-0.30296526241464733,0.30296526241464733
32228,32273,"Should the conditions for naturalization be relaxed (e.g., shorter residence period)?",Should Switzerland return to a strict interpretation of neutrality (renounce economic sanctions to a large extent)? [BePart question],-0.30250181250532476,0.30250181250532476
32221,32285,Are you in favor of the introduction of a tax on foods containing sugar (sugar tax)?,"Should the federal government spend more or less in the area of ""Road traffic (motorised individual transport)""?",-0.30236661078285526,0.30236661078285526
32218,32247,Should paid parental leave be increased beyond today's 14 weeks of maternity leave and two weeks of paternity leave? [BePart question],"To achieve climate targets, should incentives and target agreements be relied on exclusively, rather than bans and restrictions?",-0.30230302837176354,0.30230302837176354
32247,32253,"To achieve climate targets, should incentives and target agreements be relied on exclusively, rather than bans and restrictions?",Should direct payments only be granted to farmers with proof of ecological performance?,-0.30189386766948056,0.30189386766948056
32239,32244,Should the differences between cantons with high and low financial capacity be further reduced through fiscal equalization?,Are you in favor of stricter controls on equal pay for women and men?,0.301803767769921,0.301803767769921
32240,32246,"Are you in favor of introducing a minimum wage of CHF 4,000 for all full-time employees?",Should Switzerland ban the registration of new passenger cars with internal combustion engines starting in 2035?,0.301754269364191,0.301754269364191
32223,32269,Should the Federal Council's ability to restrict private and economic life in the event of a pandemic be more limited?,Are you in favor of closer relations with the European Union (EU)?,-0.3012961382588225,0.3012961382588225
32235,32280,Do you think it's right for same-sex couples to have the same rights as heterosexual couples in all areas?,"What is your position the following statement: ""Stronger environmental protection is necessary, even if its application limits economic growth.""",0.30089938054376475,0.30089938054376475
32253,32269,Should direct payments only be granted to farmers with proof of ecological performance?,Are you in favor of closer relations with the European Union (EU)?,0.3005330281113076,0.3005330281113076
32233,32235,Would you be in favour of doctors being allowed to administer direct active euthanasia in Switzerland?,Do you think it's right for same-sex couples to have the same rights as heterosexual couples in all areas?,0.3004033943444497,0.3004033943444497
32262,32286,Are you in favour of lowering the voting age to 16?,"Should the federal government spend more or less in the area of ""Public security""?",-0.30031113948965027,0.30031113948965027
32273,32285,Should Switzerland return to a strict interpretation of neutrality (renounce economic sanctions to a large extent)? [BePart question],"Should the federal government spend more or less in the area of ""Road traffic (motorised individual transport)""?",0.30022963875013803,0.30022963875013803
32236,32280,Do you support tax cuts at the federal level over the next four years?,"What is your position the following statement: ""Stronger environmental protection is necessary, even if its application limits economic growth.""",-0.3001303147194746,0.3001303147194746
32227,32287,"Should the state be more committed to equal educational opportunities (e.g., through subsidized remedial courses for students from low-income families)?","Should the federal government spend more or less in the area of ""National defence""?",-0.30009749083297477,0.30009749083297477
32221,32253,Are you in favor of the introduction of a tax on foods containing sugar (sugar tax)?,Should direct payments only be granted to farmers with proof of ecological performance?,0.2998231354193815,0.2998231354193815
32218,32235,Should paid parental leave be increased beyond today's 14 weeks of maternity leave and two weeks of paternity leave? [BePart question],Do you think it's right for same-sex couples to have the same rights as heterosexual couples in all areas?,0.29974729359190183,0.29974729359190183
32238,32269,Would you support the introduction of a national inheritance tax on all inheritances over one million Swiss francs? [BePart question],Are you in favor of closer relations with the European Union (EU)?,0.2995700260438634,0.2995700260438634
32219,32260,Should the federal government provide more financial support for public housing construction? [BePart question],"Are you in favor of stronger regulation of the major Internet platforms (i.e., transparency rules on algorithms, increased liability for content, combating disinformation)?",0.29943087398684737,0.29943087398684737
32214,32275,"Do you support an increase in the retirement age (e.g., to 67)?","What is your position the following statement: ""In the long term, everyone benefits from a free market economy in the long term.""",0.29920813948009906,0.29920813948009906
32234,32284,"Should a third official gender be introduced alongside ""female"" and ""male""?","Should the federal government spend more or less in the area of ""Public transport""?",0.2990299766023615,0.2990299766023615
32231,32255,Should foreign nationals who have lived in Switzerland for at least ten years be granted the right to vote and stand for election at the municipal level?,Should 30% of Switzerland's land area be dedicated to preserving biodiversity? [BePart question],0.29879590124793404,0.29879590124793404
32215,32255,Should the federal government allocate more funding for health insurance premium subsidies?,Should 30% of Switzerland's land area be dedicated to preserving biodiversity? [BePart question],0.2986388429034659,0.2986388429034659
32239,32275,Should the differences between cantons with high and low financial capacity be further reduced through fiscal equalization?,"What is your position the following statement: ""In the long term, everyone benefits from a free market economy in the long term.""",-0.29862267323002306,0.29862267323002306
32218,32269,Should paid parental leave be increased beyond today's 14 weeks of maternity leave and two weeks of paternity leave? [BePart question],Are you in favor of closer relations with the European Union (EU)?,0.29861712540723306,0.29861712540723306
32258,32259,Should the Swiss mobile network be equipped throughout the country with the latest technology (currently 5G standard)?,Should the federal government be given additional powers in the area of digitization of government services in order to be able to impose binding directives and standards on the cantons?,0.2984098493615509,0.2984098493615509
32221,32271,Are you in favor of the introduction of a tax on foods containing sugar (sugar tax)?,Should Swiss companies be obliged to ensure that their subsidiaries and suppliers operating abroad comply with social and environmental standards?,0.2980612227547217,0.2980612227547217
32227,32269,"Should the state be more committed to equal educational opportunities (e.g., through subsidized remedial courses for students from low-income families)?",Are you in favor of closer relations with the European Union (EU)?,0.29790463445736487,0.29790463445736487
32215,32241,Should the federal government allocate more funding for health insurance premium subsidies?,"Do you support stricter regulations for the financial sector (e.g., stricter capital requirements for banks, ban on bonuses)?",0.29775557665211316,0.29775557665211316
32257,32285,"Are you in favour of government measures to make the use of electronic devices more sustainable (e.g., right to repair, extension of warranty period, minimum guaranteed period for software updates)? [BePart question]","Should the federal government spend more or less in the area of ""Road traffic (motorised individual transport)""?",-0.29774679290907474,0.29774679290907474
32215,32279,Should the federal government allocate more funding for health insurance premium subsidies?,"What is your position the following statement: ""Punishing criminals is more important than reintegrating them into society.""",-0.2976357667833357,0.2976357667833357
32215,32239,Should the federal government allocate more funding for health insurance premium subsidies?,Should the differences between cantons with high and low financial capacity be further reduced through fiscal equalization?,0.297627867538886,0.297627867538886
32225,32279,"According to the Swiss integrated schooling concept, children with learning difficulties or disabilities should be taught in regular classes. Do you approve of this concept?","What is your position the following statement: ""Punishing criminals is more important than reintegrating them into society.""",-0.2974898316946545,0.2974898316946545
32277,32279,"What is your position the following statement: ""It is best for a child, when one parent stays home full-time for childcare.""","What is your position the following statement: ""Punishing criminals is more important than reintegrating them into society.""",0.2969613044287406,0.2969613044287406
32264,32268,"Are you in favor of expanding the army's target number of soldiers to at least 120,000?",Should Switzerland terminate the Schengen agreement with the EU and reintroduce more security checks directly on the border? [BePart question],0.2969598699994243,0.2969598699994243
32232,32233,Should cannabis use be legalized? [BePart question],Would you be in favour of doctors being allowed to administer direct active euthanasia in Switzerland?,0.29680623695564007,0.29680623695564007
32246,32264,Should Switzerland ban the registration of new passenger cars with internal combustion engines starting in 2035?,"Are you in favor of expanding the army's target number of soldiers to at least 120,000?",-0.2967463583155491,0.2967463583155491
32240,32279,"Are you in favor of introducing a minimum wage of CHF 4,000 for all full-time employees?","What is your position the following statement: ""Punishing criminals is more important than reintegrating them into society.""",-0.296563117716238,0.296563117716238
32271,32284,Should Swiss companies be obliged to ensure that their subsidiaries and suppliers operating abroad comply with social and environmental standards?,"Should the federal government spend more or less in the area of ""Public transport""?",0.2963659103350563,0.2963659103350563
32268,32280,Should Switzerland terminate the Schengen agreement with the EU and reintroduce more security checks directly on the border? [BePart question],"What is your position the following statement: ""Stronger environmental protection is necessary, even if its application limits economic growth.""",-0.2963086781281894,0.2963086781281894
32234,32286,"Should a third official gender be introduced alongside ""female"" and ""male""?","Should the federal government spend more or less in the area of ""Public security""?",-0.2961805672187606,0.2961805672187606
32260,32288,"Are you in favor of stronger regulation of the major Internet platforms (i.e., transparency rules on algorithms, increased liability for content, combating disinformation)?","Should the federal government spend more or less in the area of ""Development assistance""?",0.2961415420607865,0.2961415420607865
32275,32284,"What is your position the following statement: ""In the long term, everyone benefits from a free market economy in the long term.""","Should the federal government spend more or less in the area of ""Public transport""?",-0.29607069626194893,0.29607069626194893
32238,32251,Would you support the introduction of a national inheritance tax on all inheritances over one million Swiss francs? [BePart question],Would you be in favor of the introduction of increasing electricity tariffs when consumption is higher (progressive electricity tariffs)?,0.2960069481043341,0.2960069481043341
32228,32249,"Should the conditions for naturalization be relaxed (e.g., shorter residence period)?",Should the construction of new nuclear power plants in Switzerland be allowed again?,-0.29582568863252495,0.29582568863252495
32230,32273,Do you support efforts to house asylum seekers in centers outside Europe during the asylum procedure?,Should Switzerland return to a strict interpretation of neutrality (renounce economic sanctions to a large extent)? [BePart question],0.2957521323364673,0.2957521323364673
32227,32284,"Should the state be more committed to equal educational opportunities (e.g., through subsidized remedial courses for students from low-income families)?","Should the federal government spend more or less in the area of ""Public transport""?",0.29571309443192784,0.29571309443192784
32230,32238,Do you support efforts to house asylum seekers in centers outside Europe during the asylum procedure?,Would you support the introduction of a national inheritance tax on all inheritances over one million Swiss francs? [BePart question],-0.2954745618833599,0.2954745618833599
32234,32253,"Should a third official gender be introduced alongside ""female"" and ""male""?",Should direct payments only be granted to farmers with proof of ecological performance?,0.2952214237260362,0.2952214237260362
32261,32272,"A popular initiative aims to reduce television and radio fees (CHF 200 per household, exemption for businesses). Do you support this initiative?",Should Switzerland terminate the Bilateral Agreements with the EU and seek a free trade agreement without the free movement of persons?,0.2947612216472443,0.2947612216472443
32259,32269,Should the federal government be given additional powers in the area of digitization of government services in order to be able to impose binding directives and standards on the cantons?,Are you in favor of closer relations with the European Union (EU)?,0.29442534586291014,0.29442534586291014
32221,32255,Are you in favor of the introduction of a tax on foods containing sugar (sugar tax)?,Should 30% of Switzerland's land area be dedicated to preserving biodiversity? [BePart question],0.294190938807308,0.294190938807308
32217,32219,"As part of the reform of the BVG (occupational pension plan), pensions are to be reduced (lowering the minimum conversion rate from 6.8% to 6%). Are you in favor of this measure?",Should the federal government provide more financial support for public housing construction? [BePart question],-0.2938915141686901,0.2938915141686901
32245,32286,Should busy sections of highways be widened?,"Should the federal government spend more or less in the area of ""Public security""?",0.2938189245833668,0.2938189245833668
32282,32288,"Should the federal government spend more or less in the area of ""Education and research""?","Should the federal government spend more or less in the area of ""Development assistance""?",0.293748929900622,0.293748929900622
32218,32284,Should paid parental leave be increased beyond today's 14 weeks of maternity leave and two weeks of paternity leave? [BePart question],"Should the federal government spend more or less in the area of ""Public transport""?",0.29373625299009504,0.29373625299009504
32253,32281,Should direct payments only be granted to farmers with proof of ecological performance?,"Should the federal government spend more or less in the area of ""Social services""?",0.2936815218519223,0.2936815218519223
32253,32276,Should direct payments only be granted to farmers with proof of ecological performance?,"What is your position the following statement: ""It is necessary for the State to balance out differences in income and wealth through redistribution"".",0.29366498767972754,0.29366498767972754
32246,32257,Should Switzerland ban the registration of new passenger cars with internal combustion engines starting in 2035?,"Are you in favour of government measures to make the use of electronic devices more sustainable (e.g., right to repair, extension of warranty period, minimum guaranteed period for software updates)? [BePart question]",0.293298465727227,0.293298465727227
32218,32254,Should paid parental leave be increased beyond today's 14 weeks of maternity leave and two weeks of paternity leave? [BePart question],Are you in favour of stricter animal welfare regulations for livestock (e.g. permanent access to outdoor areas)?,0.2932795141629006,0.2932795141629006
32241,32256,"Do you support stricter regulations for the financial sector (e.g., stricter capital requirements for banks, ban on bonuses)?",Would you support a ban on single-use plastic and non-recyclable plastics? [BePart question],0.29318854537446765,0.29318854537446765
32241,32254,"Do you support stricter regulations for the financial sector (e.g., stricter capital requirements for banks, ban on bonuses)?",Are you in favour of stricter animal welfare regulations for livestock (e.g. permanent access to outdoor areas)?,0.2928788534841652,0.2928788534841652
32231,32249,Should foreign nationals who have lived in Switzerland for at least ten years be granted the right to vote and stand for election at the municipal level?,Should the construction of new nuclear power plants in Switzerland be allowed again?,-0.29254095551853027,0.29254095551853027
32221,32251,Are you in favor of the introduction of a tax on foods containing sugar (sugar tax)?,Would you be in favor of the introduction of increasing electricity tariffs when consumption is higher (progressive electricity tariffs)?,0.29242559358364906,0.29242559358364906
32227,32235,"Should the state be more committed to equal educational opportunities (e.g., through subsidized remedial courses for students from low-income families)?",Do you think it's right for same-sex couples to have the same rights as heterosexual couples in all areas?,0.2922562970766569,0.2922562970766569
32260,32269,"Are you in favor of stronger regulation of the major Internet platforms (i.e., transparency rules on algorithms, increased liability for content, combating disinformation)?",Are you in favor of closer relations with the European Union (EU)?,0.29189273662499815,0.29189273662499815
32247,32255,"To achieve climate targets, should incentives and target agreements be relied on exclusively, rather than bans and restrictions?",Should 30% of Switzerland's land area be dedicated to preserving biodiversity? [BePart question],-0.29162814541131254,0.29162814541131254
32234,32261,"Should a third official gender be introduced alongside ""female"" and ""male""?","A popular initiative aims to reduce television and radio fees (CHF 200 per household, exemption for businesses). Do you support this initiative?",-0.29150044001811,0.29150044001811
32272,32285,Should Switzerland terminate the Bilateral Agreements with the EU and seek a free trade agreement without the free movement of persons?,"Should the federal government spend more or less in the area of ""Road traffic (motorised individual transport)""?",0.2913688469624315,0.2913688469624315
32255,32260,Should 30% of Switzerland's land area be dedicated to preserving biodiversity? [BePart question],"Are you in favor of stronger regulation of the major Internet platforms (i.e., transparency rules on algorithms, increased liability for content, combating disinformation)?",0.2909965904344254,0.2909965904344254
32241,32249,"Do you support stricter regulations for the financial sector (e.g., stricter capital requirements for banks, ban on bonuses)?",Should the construction of new nuclear power plants in Switzerland be allowed again?,-0.29099482447916325,0.29099482447916325
32238,32255,Would you support the introduction of a national inheritance tax on all inheritances over one million Swiss francs? [BePart question],Should 30% of Switzerland's land area be dedicated to preserving biodiversity? [BePart question],0.29089107023120264,0.29089107023120264
32227,32256,"Should the state be more committed to equal educational opportunities (e.g., through subsidized remedial courses for students from low-income families)?",Would you support a ban on single-use plastic and non-recyclable plastics? [BePart question],0.29058363296323303,0.29058363296323303
32219,32222,Should the federal government provide more financial support for public housing construction? [BePart question],"Should insured persons contribute more to health care costs (e.g., increase the minimum deductible)?",-0.2902726150890288,0.2902726150890288
32251,32256,Would you be in favor of the introduction of increasing electricity tariffs when consumption is higher (progressive electricity tariffs)?,Would you support a ban on single-use plastic and non-recyclable plastics? [BePart question],0.2902220681312294,0.2902220681312294
32275,32286,"What is your position the following statement: ""In the long term, everyone benefits from a free market economy in the long term.""","Should the federal government spend more or less in the area of ""Public security""?",0.2900785343276188,0.2900785343276188
32227,32282,"Should the state be more committed to equal educational opportunities (e.g., through subsidized remedial courses for students from low-income families)?","Should the federal government spend more or less in the area of ""Education and research""?",0.29002030360366554,0.29002030360366554
32239,32288,Should the differences between cantons with high and low financial capacity be further reduced through fiscal equalization?,"Should the federal government spend more or less in the area of ""Development assistance""?",0.2898799364924353,0.2898799364924353
32217,32271,"As part of the reform of the BVG (occupational pension plan), pensions are to be reduced (lowering the minimum conversion rate from 6.8% to 6%). Are you in favor of this measure?",Should Swiss companies be obliged to ensure that their subsidiaries and suppliers operating abroad comply with social and environmental standards?,-0.28960619812030974,0.28960619812030974
32228,32284,"Should the conditions for naturalization be relaxed (e.g., shorter residence period)?","Should the federal government spend more or less in the area of ""Public transport""?",0.2890726584637953,0.2890726584637953
32249,32262,Should the construction of new nuclear power plants in Switzerland be allowed again?,Are you in favour of lowering the voting age to 16?,-0.28874318143751526,0.28874318143751526
32277,32285,"What is your position the following statement: ""It is best for a child, when one parent stays home full-time for childcare.""","Should the federal government spend more or less in the area of ""Road traffic (motorised individual transport)""?",0.2886928624699943,0.2886928624699943
32214,32222,"Do you support an increase in the retirement age (e.g., to 67)?","Should insured persons contribute more to health care costs (e.g., increase the minimum deductible)?",0.288670536358863,0.288670536358863
32276,32286,"What is your position the following statement: ""It is necessary for the State to balance out differences in income and wealth through redistribution"".","Should the federal government spend more or less in the area of ""Public security""?",-0.28865650984282915,0.28865650984282915
32229,32281,Should more qualified workers from non-EU/EFTA countries be allowed to work in Switzerland (increase third-country quota)?,"Should the federal government spend more or less in the area of ""Social services""?",0.28861408417334317,0.28861408417334317
32217,32275,"As part of the reform of the BVG (occupational pension plan), pensions are to be reduced (lowering the minimum conversion rate from 6.8% to 6%). Are you in favor of this measure?","What is your position the following statement: ""In the long term, everyone benefits from a free market economy in the long term.""",0.2886079324144533,0.2886079324144533
32247,32256,"To achieve climate targets, should incentives and target agreements be relied on exclusively, rather than bans and restrictions?",Would you support a ban on single-use plastic and non-recyclable plastics? [BePart question],-0.28843871587306014,0.28843871587306014
