Qu1,Qu2,ID1,ID2,Distance,Type
Should the Swiss mobile network be equipped throughout the country with the latest technology (currently 5G standard)?,Should the federal government be given additional powers in the area of digitization of government services in order to be able to impose binding directives and standards on the cantons?,32258,32259,0.5517960526709902,Real-Symmetric
Should the federal government allocate more funding for health insurance premium subsidies?,Would you be in favor of the introduction of increasing electricity tariffs when consumption is higher (progressive electricity tariffs)?,32215,32251,0.5519432633930266,Real-Symmetric
Should private households be free to choose their electricity supplier (complete liberalization of the electricity market)?,Should Swiss companies be obliged to ensure that their subsidiaries and suppliers operating abroad comply with social and environmental standards?,32242,32271,0.5520205791963396,Real-Symmetric
Should paid parental leave be increased beyond today's 14 weeks of maternity leave and two weeks of paternity leave? [BePart question],Should it be possible to hold a referendum on federal spending above a certain amount (optional financial referendum)?,32218,32263,0.5521246576737804,Real-Symmetric
Would you support a ban on single-use plastic and non-recyclable plastics? [BePart question],Should Switzerland terminate the Schengen agreement with the EU and reintroduce more security checks directly on the border? [BePart question],32256,32268,0.5521291917672442,Real-Symmetric
Should the construction of new nuclear power plants in Switzerland be allowed again?,"Are you in favor of further relaxing the protection regulations for large predators (lynx, wolf, bear)?",32249,32252,0.5522680033714723,Real-Symmetric
Should cannabis use be legalized? [BePart question],Should automatic facial recognition be banned in public spaces?,32232,32267,0.5522869982019073,Real-Symmetric
Would you support the introduction of a national inheritance tax on all inheritances over one million Swiss francs? [BePart question],Are you in favour of stricter animal welfare regulations for livestock (e.g. permanent access to outdoor areas)?,32238,32254,0.5523145179621018,Real-Symmetric
Do you support tax cuts at the federal level over the next four years?,Are you in favour of stricter animal welfare regulations for livestock (e.g. permanent access to outdoor areas)?,32236,32254,0.5523196979989102,Real-Symmetric
Should the federal government raise the requirements for the gymnasiale matura?,"Should the state be more committed to equal educational opportunities (e.g., through subsidized remedial courses for students from low-income families)?",32226,32227,0.5523234750784559,Real-Symmetric
Should the federal government raise the requirements for the gymnasiale matura?,"Should the federal government spend more or less in the area of ""Social services""?",32226,32281,0.5524825206425444,Real-Symmetric
Do you support tax cuts at the federal level over the next four years?,"Should the federal government spend more or less in the area of ""Public security""?",32236,32286,0.5525130512888201,Real-Symmetric
Should foreign nationals who have lived in Switzerland for at least ten years be granted the right to vote and stand for election at the municipal level?,Should private households be free to choose their electricity supplier (complete liberalization of the electricity market)?,32231,32242,0.5525253493763804,Real-Symmetric
Should compulsory vaccination of children be introduced based on the Swiss vaccination plan?,Should Switzerland return to a strict interpretation of neutrality (renounce economic sanctions to a large extent)? [BePart question],32220,32273,0.5526076532146641,Real-Symmetric
Do you think it's fair that environmental and landscape protection rules are being relaxed to allow for the development of renewable energy?,Are you in favor of closer relations with the European Union (EU)?,32248,32269,0.5526560805441543,Real-Symmetric
Should the federal government be given the authority to determine the hospital offering (national hospital planning with regard to locations and range of services)?,"Should the federal government spend more or less in the area of ""Public transport""?",32224,32284,0.5527709301833793,Real-Symmetric
Should it be possible to hold a referendum on federal spending above a certain amount (optional financial referendum)?,"Should the federal government spend more or less in the area of ""Development assistance""?",32263,32288,0.552798425852167,Real-Symmetric
Do you support efforts to house asylum seekers in centers outside Europe during the asylum procedure?,"Are you in favor of stronger regulation of the major Internet platforms (i.e., transparency rules on algorithms, increased liability for content, combating disinformation)?",32230,32260,0.5530365566083778,Real-Symmetric
Are you in favor of the introduction of a tax on foods containing sugar (sugar tax)?,"What is your position the following statement: ""It is necessary for the State to balance out differences in income and wealth through redistribution"".",32221,32276,0.5531002491731277,Real-Symmetric
Should the federal government be given additional powers in the area of digitization of government services in order to be able to impose binding directives and standards on the cantons?,Should it be possible to hold a referendum on federal spending above a certain amount (optional financial referendum)?,32259,32263,0.5531007879960249,Real-Symmetric
"For married couples, the pension is currently limited to 150% of the maximum individual AHV pension (capping). Should this limit be eliminated?","A popular initiative aims to reduce television and radio fees (CHF 200 per household, exemption for businesses). Do you support this initiative?",32216,32261,0.5531198619884068,Real-Symmetric
Should Switzerland ban the registration of new passenger cars with internal combustion engines starting in 2035?,"Are you in favour of government measures to make the use of electronic devices more sustainable (e.g., right to repair, extension of warranty period, minimum guaranteed period for software updates)? [BePart question]",32246,32257,0.5531215861586917,Real-Symmetric
Should the federal government be given the authority to determine the hospital offering (national hospital planning with regard to locations and range of services)?,Should the state guarantee a comprehensive public service offering also in rural regions?,32224,32250,0.5531920570200491,Real-Symmetric
Should foreign nationals who have lived in Switzerland for at least ten years be granted the right to vote and stand for election at the municipal level?,Do you think it's right for same-sex couples to have the same rights as heterosexual couples in all areas?,32231,32235,0.5531990605142909,Real-Symmetric
Do you support tax cuts at the federal level over the next four years?,"Are you in favor of further relaxing the protection regulations for large predators (lynx, wolf, bear)?",32236,32252,0.5532106968932954,Real-Symmetric
"Are you in favour of government measures to make the use of electronic devices more sustainable (e.g., right to repair, extension of warranty period, minimum guaranteed period for software updates)? [BePart question]","Should the Federal Council be allowed to authorize other states to re-export Swiss weapons in cases of a war of aggression in violation of international law (e.g., the attack on Ukraine)? [BePart question]",32257,32266,0.5532489443776247,Real-Symmetric
"Should insured persons contribute more to health care costs (e.g., increase the minimum deductible)?","Should the federal government spend more or less in the area of ""Development assistance""?",32222,32288,0.5532509913515361,Real-Symmetric
Should the federal government provide more financial support for public housing construction? [BePart question],Should more qualified workers from non-EU/EFTA countries be allowed to work in Switzerland (increase third-country quota)?,32219,32229,0.5532605797074536,Real-Symmetric
Do you think it's right for same-sex couples to have the same rights as heterosexual couples in all areas?,"Are you in favor of introducing a minimum wage of CHF 4,000 for all full-time employees?",32235,32240,0.5533802585735405,Real-Symmetric
Should 30% of Switzerland's land area be dedicated to preserving biodiversity? [BePart question],Should the Swiss Armed Forces expand their cooperation with NATO?,32255,32265,0.553469758431782,Real-Symmetric
Should private households be free to choose their electricity supplier (complete liberalization of the electricity market)?,"Are you in favor of further relaxing the protection regulations for large predators (lynx, wolf, bear)?",32242,32252,0.5536254601544491,Real-Symmetric
"Should insured persons contribute more to health care costs (e.g., increase the minimum deductible)?",Should the federal government be given the authority to determine the hospital offering (national hospital planning with regard to locations and range of services)?,32222,32224,0.5538221244255549,Real-Symmetric
Should it be possible to hold a referendum on federal spending above a certain amount (optional financial referendum)?,"Should the federal government spend more or less in the area of ""National defence""?",32263,32287,0.5539677207852431,Real-Symmetric
Should the construction of new nuclear power plants in Switzerland be allowed again?,Should it be possible to hold a referendum on federal spending above a certain amount (optional financial referendum)?,32249,32263,0.5540292622105986,Real-Symmetric
"Should insured persons contribute more to health care costs (e.g., increase the minimum deductible)?","Are you in favor of expanding the army's target number of soldiers to at least 120,000?",32222,32264,0.55412758519701,Real-Symmetric
"As part of the reform of the BVG (occupational pension plan), pensions are to be reduced (lowering the minimum conversion rate from 6.8% to 6%). Are you in favor of this measure?",Should 30% of Switzerland's land area be dedicated to preserving biodiversity? [BePart question],32217,32255,0.5542014773150563,Real-Symmetric
Should Switzerland ban the registration of new passenger cars with internal combustion engines starting in 2035?,"To achieve climate targets, should incentives and target agreements be relied on exclusively, rather than bans and restrictions?",32246,32247,0.5542876185692055,Real-Symmetric
Should Switzerland ban the registration of new passenger cars with internal combustion engines starting in 2035?,Would you be in favor of the introduction of increasing electricity tariffs when consumption is higher (progressive electricity tariffs)?,32246,32251,0.5543486943933267,Real-Symmetric
Do you support efforts to house asylum seekers in centers outside Europe during the asylum procedure?,Should Switzerland terminate the Schengen agreement with the EU and reintroduce more security checks directly on the border? [BePart question],32230,32268,0.5545398354423308,Real-Symmetric
"Are you in favor of introducing a minimum wage of CHF 4,000 for all full-time employees?","Are you in favor of further relaxing the protection regulations for large predators (lynx, wolf, bear)?",32240,32252,0.5546380679173191,Real-Symmetric
Should the Federal Council's ability to restrict private and economic life in the event of a pandemic be more limited?,Would you be in favour of doctors being allowed to administer direct active euthanasia in Switzerland?,32223,32233,0.5547787228644215,Real-Symmetric
Should paid parental leave be increased beyond today's 14 weeks of maternity leave and two weeks of paternity leave? [BePart question],Should Switzerland terminate the Schengen agreement with the EU and reintroduce more security checks directly on the border? [BePart question],32218,32268,0.5547824832023924,Real-Symmetric
"For married couples, the pension is currently limited to 150% of the maximum individual AHV pension (capping). Should this limit be eliminated?","Should the conditions for naturalization be relaxed (e.g., shorter residence period)?",32216,32228,0.5548183662883943,Real-Symmetric
Should the federal government provide more financial support for public housing construction? [BePart question],Should foreign nationals who have lived in Switzerland for at least ten years be granted the right to vote and stand for election at the municipal level?,32219,32231,0.5548499500784431,Real-Symmetric
Should paid parental leave be increased beyond today's 14 weeks of maternity leave and two weeks of paternity leave? [BePart question],"Should the state be more committed to equal educational opportunities (e.g., through subsidized remedial courses for students from low-income families)?",32218,32227,0.5548513465990823,Real-Symmetric
Do you support tax cuts at the federal level over the next four years?,Would you support a ban on single-use plastic and non-recyclable plastics? [BePart question],32236,32256,0.5550514424170503,Real-Symmetric
Should the federal government be given the authority to determine the hospital offering (national hospital planning with regard to locations and range of services)?,"Should the Federal Council be allowed to authorize other states to re-export Swiss weapons in cases of a war of aggression in violation of international law (e.g., the attack on Ukraine)? [BePart question]",32224,32266,0.5550643285638108,Real-Symmetric
"As part of the reform of the BVG (occupational pension plan), pensions are to be reduced (lowering the minimum conversion rate from 6.8% to 6%). Are you in favor of this measure?","What is your position the following statement: ""It is necessary for the State to balance out differences in income and wealth through redistribution"".",32217,32276,0.5550700198500549,Real-Symmetric
Should the Federal Council's ability to restrict private and economic life in the event of a pandemic be more limited?,"Are you in favor of introducing a minimum wage of CHF 4,000 for all full-time employees?",32223,32240,0.555092247522227,Real-Symmetric
"According to the Swiss integrated schooling concept, children with learning difficulties or disabilities should be taught in regular classes. Do you approve of this concept?",Do you support efforts to house asylum seekers in centers outside Europe during the asylum procedure?,32225,32230,0.5551953207450925,Real-Symmetric
Should 30% of Switzerland's land area be dedicated to preserving biodiversity? [BePart question],Should Swiss companies be obliged to ensure that their subsidiaries and suppliers operating abroad comply with social and environmental standards?,32255,32271,0.5552777655476772,Real-Symmetric
Should Switzerland terminate the Schengen agreement with the EU and reintroduce more security checks directly on the border? [BePart question],Are you in favor of closer relations with the European Union (EU)?,32268,32269,0.5553198420308111,Real-Symmetric
"Should the state be more committed to equal educational opportunities (e.g., through subsidized remedial courses for students from low-income families)?",Should more qualified workers from non-EU/EFTA countries be allowed to work in Switzerland (increase third-country quota)?,32227,32229,0.5553788725387183,Real-Symmetric
"Do you support an increase in the retirement age (e.g., to 67)?",Do you think it's fair that environmental and landscape protection rules are being relaxed to allow for the development of renewable energy?,32214,32248,0.5554343554958369,Real-Symmetric
Should paid parental leave be increased beyond today's 14 weeks of maternity leave and two weeks of paternity leave? [BePart question],"What is your position the following statement: ""It is best for a child, when one parent stays home full-time for childcare.""",32218,32277,0.5554464815936769,Real-Symmetric
"Are you in favor of expanding the army's target number of soldiers to at least 120,000?","Should the federal government spend more or less in the area of ""National defence""?",32264,32287,0.5554769566354911,Real-Symmetric
"Are you in favor of further relaxing the protection regulations for large predators (lynx, wolf, bear)?",Should 30% of Switzerland's land area be dedicated to preserving biodiversity? [BePart question],32252,32255,0.555661488076198,Real-Symmetric
Would you be in favour of doctors being allowed to administer direct active euthanasia in Switzerland?,Do you think it's fair that environmental and landscape protection rules are being relaxed to allow for the development of renewable energy?,32233,32248,0.5556889479818541,Real-Symmetric
Are you in favour of stricter animal welfare regulations for livestock (e.g. permanent access to outdoor areas)?,"What is your position the following statement: ""Punishing criminals is more important than reintegrating them into society.""",32254,32279,0.5557127597702431,Real-Symmetric
"Should insured persons contribute more to health care costs (e.g., increase the minimum deductible)?",Do you support tax cuts at the federal level over the next four years?,32222,32236,0.5558082112016339,Real-Symmetric
Should the Federal Council's ability to restrict private and economic life in the event of a pandemic be more limited?,Do you support tax cuts at the federal level over the next four years?,32223,32236,0.5558202219059593,Real-Symmetric
Should married couples be taxed separately (individual taxation)? [BePart question],Should Switzerland terminate the Bilateral Agreements with the EU and seek a free trade agreement without the free movement of persons?,32237,32272,0.5559179064775397,Real-Symmetric
Should the federal government allocate more funding for health insurance premium subsidies?,Should paid parental leave be increased beyond today's 14 weeks of maternity leave and two weeks of paternity leave? [BePart question],32215,32218,0.5560927522397932,Real-Symmetric
"Should housing construction regulations be relaxed (e.g., noise protection, occupancy rates)?","Are you in favor of stronger regulation of the major Internet platforms (i.e., transparency rules on algorithms, increased liability for content, combating disinformation)?",32243,32260,0.5561358388271945,Real-Symmetric
"Do you support stricter regulations for the financial sector (e.g., stricter capital requirements for banks, ban on bonuses)?",Should the federal government be given additional powers in the area of digitization of government services in order to be able to impose binding directives and standards on the cantons?,32241,32259,0.5561921035982456,Real-Symmetric
Do you think it's right for same-sex couples to have the same rights as heterosexual couples in all areas?,"Are you in favor of stronger regulation of the major Internet platforms (i.e., transparency rules on algorithms, increased liability for content, combating disinformation)?",32235,32260,0.5561967116987407,Real-Symmetric
"Should the conditions for naturalization be relaxed (e.g., shorter residence period)?",Should cannabis use be legalized? [BePart question],32228,32232,0.5562340037585404,Real-Symmetric
Should the federal government be given additional powers in the area of digitization of government services in order to be able to impose binding directives and standards on the cantons?,"Should the federal government spend more or less in the area of ""Public transport""?",32259,32284,0.5562676501956363,Real-Symmetric
"Are you in favour of government measures to make the use of electronic devices more sustainable (e.g., right to repair, extension of warranty period, minimum guaranteed period for software updates)? [BePart question]",Should the Swiss mobile network be equipped throughout the country with the latest technology (currently 5G standard)?,32257,32258,0.5563515431163043,Real-Symmetric
Should the federal government be given additional powers in the area of digitization of government services in order to be able to impose binding directives and standards on the cantons?,"Should the Federal Council be allowed to authorize other states to re-export Swiss weapons in cases of a war of aggression in violation of international law (e.g., the attack on Ukraine)? [BePart question]",32259,32266,0.556396430811894,Real-Symmetric
Should private households be free to choose their electricity supplier (complete liberalization of the electricity market)?,"Should the Federal Council be allowed to authorize other states to re-export Swiss weapons in cases of a war of aggression in violation of international law (e.g., the attack on Ukraine)? [BePart question]",32242,32266,0.5564197838371107,Real-Symmetric
Should the federal government provide more financial support for public housing construction? [BePart question],"Are you in favor of expanding the army's target number of soldiers to at least 120,000?",32219,32264,0.5564565253743124,Real-Symmetric
Should paid parental leave be increased beyond today's 14 weeks of maternity leave and two weeks of paternity leave? [BePart question],Should 30% of Switzerland's land area be dedicated to preserving biodiversity? [BePart question],32218,32255,0.556508580658353,Real-Symmetric
"Should the conditions for naturalization be relaxed (e.g., shorter residence period)?",Should the construction of new nuclear power plants in Switzerland be allowed again?,32228,32249,0.5565700553197025,Real-Symmetric
Should the Federal Council's ability to restrict private and economic life in the event of a pandemic be more limited?,"Should the federal government spend more or less in the area of ""Development assistance""?",32223,32288,0.5565759453924523,Real-Symmetric
Should cannabis use be legalized? [BePart question],"Are you in favor of stronger regulation of the major Internet platforms (i.e., transparency rules on algorithms, increased liability for content, combating disinformation)?",32232,32260,0.5565804432242145,Real-Symmetric
"Do you support an increase in the retirement age (e.g., to 67)?",Should the federal government allocate more funding for health insurance premium subsidies?,32214,32215,0.5566287390795147,Real-Symmetric
Are you in favor of closer relations with the European Union (EU)?,"What is your position the following statement: ""In the long term, everyone benefits from a free market economy in the long term.""",32269,32275,0.5567180378941712,Real-Symmetric
Should compulsory vaccination of children be introduced based on the Swiss vaccination plan?,Should the federal government be given the authority to determine the hospital offering (national hospital planning with regard to locations and range of services)?,32220,32224,0.5567676064731117,Real-Symmetric
"For married couples, the pension is currently limited to 150% of the maximum individual AHV pension (capping). Should this limit be eliminated?","Are you in favor of introducing a minimum wage of CHF 4,000 for all full-time employees?",32216,32240,0.5568432890728865,Real-Symmetric
"Do you support stricter regulations for the financial sector (e.g., stricter capital requirements for banks, ban on bonuses)?","What is your position the following statement: ""It is necessary for the State to balance out differences in income and wealth through redistribution"".",32241,32276,0.5570428833676295,Real-Symmetric
"Are you in favour of government measures to make the use of electronic devices more sustainable (e.g., right to repair, extension of warranty period, minimum guaranteed period for software updates)? [BePart question]",Should Switzerland terminate the Schengen agreement with the EU and reintroduce more security checks directly on the border? [BePart question],32257,32268,0.5570522994549102,Real-Symmetric
Are you in favor of the introduction of a tax on foods containing sugar (sugar tax)?,"Should the state be more committed to equal educational opportunities (e.g., through subsidized remedial courses for students from low-income families)?",32221,32227,0.5570902831909684,Real-Symmetric
Would you support a ban on single-use plastic and non-recyclable plastics? [BePart question],"A popular initiative aims to reduce television and radio fees (CHF 200 per household, exemption for businesses). Do you support this initiative?",32256,32261,0.5570921020654627,Real-Symmetric
Should cannabis use be legalized? [BePart question],"Are you in favor of introducing a minimum wage of CHF 4,000 for all full-time employees?",32232,32240,0.5571185285720041,Real-Symmetric
Should the federal government allocate more funding for health insurance premium subsidies?,Should the Federal Council's ability to restrict private and economic life in the event of a pandemic be more limited?,32215,32223,0.5571703080516561,Real-Symmetric
Should cannabis use be legalized? [BePart question],Do you think it's right for same-sex couples to have the same rights as heterosexual couples in all areas?,32232,32235,0.5573562038047273,Real-Symmetric
Should more qualified workers from non-EU/EFTA countries be allowed to work in Switzerland (increase third-country quota)?,Are you in favor of stricter controls on equal pay for women and men?,32229,32244,0.5573935252240287,Real-Symmetric
"As part of the reform of the BVG (occupational pension plan), pensions are to be reduced (lowering the minimum conversion rate from 6.8% to 6%). Are you in favor of this measure?",Should paid parental leave be increased beyond today's 14 weeks of maternity leave and two weeks of paternity leave? [BePart question],32217,32218,0.5574138424247146,Real-Symmetric
Should private households be free to choose their electricity supplier (complete liberalization of the electricity market)?,Should Switzerland ban the registration of new passenger cars with internal combustion engines starting in 2035?,32242,32246,0.557513599828592,Real-Symmetric
Are you in favor of stricter controls on equal pay for women and men?,"What is your position the following statement: ""Stronger environmental protection is necessary, even if its application limits economic growth.""",32244,32280,0.5575381889435307,Real-Symmetric
Should the federal government be given the authority to determine the hospital offering (national hospital planning with regard to locations and range of services)?,"Should housing construction regulations be relaxed (e.g., noise protection, occupancy rates)?",32224,32243,0.5576287316832604,Real-Symmetric
Should the Federal Council's ability to restrict private and economic life in the event of a pandemic be more limited?,Should the construction of new nuclear power plants in Switzerland be allowed again?,32223,32249,0.5576428409160314,Real-Symmetric
Should the federal government raise the requirements for the gymnasiale matura?,"Should the federal government spend more or less in the area of ""Public security""?",32226,32286,0.5576518193328384,Real-Symmetric
"Should insured persons contribute more to health care costs (e.g., increase the minimum deductible)?","Should housing construction regulations be relaxed (e.g., noise protection, occupancy rates)?",32222,32243,0.5577672432457284,Real-Symmetric
Do you support efforts to house asylum seekers in centers outside Europe during the asylum procedure?,Should the construction of new nuclear power plants in Switzerland be allowed again?,32230,32249,0.5578003697719285,Real-Symmetric
"Should housing construction regulations be relaxed (e.g., noise protection, occupancy rates)?",Should Switzerland ban the registration of new passenger cars with internal combustion engines starting in 2035?,32243,32246,0.5578057125757836,Real-Symmetric
Are you in favor of closer relations with the European Union (EU)?,Should Switzerland return to a strict interpretation of neutrality (renounce economic sanctions to a large extent)? [BePart question],32269,32273,0.5579870170053649,Real-Symmetric
"Should insured persons contribute more to health care costs (e.g., increase the minimum deductible)?",Would you be in favour of doctors being allowed to administer direct active euthanasia in Switzerland?,32222,32233,0.5580580483463138,Real-Symmetric
Do you support tax cuts at the federal level over the next four years?,"Should the federal government spend more or less in the area of ""National defence""?",32236,32287,0.558170932191163,Real-Symmetric
Are you in favor of stricter controls on equal pay for women and men?,Should it be possible to hold a referendum on federal spending above a certain amount (optional financial referendum)?,32244,32263,0.5582878502306942,Real-Symmetric
"Are you in favor of stronger regulation of the major Internet platforms (i.e., transparency rules on algorithms, increased liability for content, combating disinformation)?","What is your position the following statement: ""The ongoing digitalization offers significantly more opportunities than risks.""",32260,32278,0.5583460331891104,Real-Symmetric
Are you in favor of stricter controls on equal pay for women and men?,"What is your position the following statement: ""Punishing criminals is more important than reintegrating them into society.""",32244,32279,0.5583817940173325,Real-Symmetric
Should the federal government provide more financial support for public housing construction? [BePart question],Should Switzerland strive for a comprehensive free trade agreement (including agriculture) with the USA?,32219,32270,0.5584695317795102,Real-Symmetric
Should more qualified workers from non-EU/EFTA countries be allowed to work in Switzerland (increase third-country quota)?,Should the federal government be given additional powers in the area of digitization of government services in order to be able to impose binding directives and standards on the cantons?,32229,32259,0.5585511731547359,Real-Symmetric
Do you think it's fair that environmental and landscape protection rules are being relaxed to allow for the development of renewable energy?,"What is your position the following statement: ""In the long term, everyone benefits from a free market economy in the long term.""",32248,32275,0.5586543550492803,Real-Symmetric
Should the federal government raise the requirements for the gymnasiale matura?,"Should the federal government spend more or less in the area of ""Public transport""?",32226,32284,0.5586768668699489,Real-Symmetric
"Are you in favor of introducing a minimum wage of CHF 4,000 for all full-time employees?",Should Switzerland return to a strict interpretation of neutrality (renounce economic sanctions to a large extent)? [BePart question],32240,32273,0.5588074388785753,Real-Symmetric
"A popular initiative aims to reduce television and radio fees (CHF 200 per household, exemption for businesses). Do you support this initiative?",Should it be possible to hold a referendum on federal spending above a certain amount (optional financial referendum)?,32261,32263,0.5588081855261782,Real-Symmetric
Should the state guarantee a comprehensive public service offering also in rural regions?,Should the federal government be given additional powers in the area of digitization of government services in order to be able to impose binding directives and standards on the cantons?,32250,32259,0.5590568703399431,Real-Symmetric
"Are you in favor of expanding the army's target number of soldiers to at least 120,000?","Should the federal government spend more or less in the area of ""Public security""?",32264,32286,0.5590958905896801,Real-Symmetric
Should cannabis use be legalized? [BePart question],Are you in favour of stricter animal welfare regulations for livestock (e.g. permanent access to outdoor areas)?,32232,32254,0.5591270195463786,Real-Symmetric
Should married couples be taxed separately (individual taxation)? [BePart question],"What is your position the following statement: ""It is necessary for the State to balance out differences in income and wealth through redistribution"".",32237,32276,0.5592297754429242,Real-Symmetric
Do you think it's right for same-sex couples to have the same rights as heterosexual couples in all areas?,"Are you in favour of government measures to make the use of electronic devices more sustainable (e.g., right to repair, extension of warranty period, minimum guaranteed period for software updates)? [BePart question]",32235,32257,0.5592619627217532,Real-Symmetric
Would you support the introduction of a national inheritance tax on all inheritances over one million Swiss francs? [BePart question],Are you in favor of stricter controls on equal pay for women and men?,32238,32244,0.5592956401429263,Real-Symmetric
Should foreign nationals who have lived in Switzerland for at least ten years be granted the right to vote and stand for election at the municipal level?,Should the federal government be given additional powers in the area of digitization of government services in order to be able to impose binding directives and standards on the cantons?,32231,32259,0.5593252660709874,Real-Symmetric
Should cannabis use be legalized? [BePart question],"Are you in favor of further relaxing the protection regulations for large predators (lynx, wolf, bear)?",32232,32252,0.5594957445134522,Real-Symmetric
Would you support the introduction of a national inheritance tax on all inheritances over one million Swiss francs? [BePart question],Should the Swiss mobile network be equipped throughout the country with the latest technology (currently 5G standard)?,32238,32258,0.5595533757867154,Real-Symmetric
"Should the conditions for naturalization be relaxed (e.g., shorter residence period)?","Do you support stricter regulations for the financial sector (e.g., stricter capital requirements for banks, ban on bonuses)?",32228,32241,0.5595777687521335,Real-Symmetric
"Should insured persons contribute more to health care costs (e.g., increase the minimum deductible)?","Should the federal government spend more or less in the area of ""Public security""?",32222,32286,0.559652112803769,Real-Symmetric
"As part of the reform of the BVG (occupational pension plan), pensions are to be reduced (lowering the minimum conversion rate from 6.8% to 6%). Are you in favor of this measure?",Should it be possible to hold a referendum on federal spending above a certain amount (optional financial referendum)?,32217,32263,0.5596794834127272,Real-Symmetric
"Do you support stricter regulations for the financial sector (e.g., stricter capital requirements for banks, ban on bonuses)?",Should private households be free to choose their electricity supplier (complete liberalization of the electricity market)?,32241,32242,0.559745614651824,Real-Symmetric
Would you be in favor of the introduction of increasing electricity tariffs when consumption is higher (progressive electricity tariffs)?,Should Switzerland strive for a comprehensive free trade agreement (including agriculture) with the USA?,32251,32270,0.559812696331876,Real-Symmetric
Should married couples be taxed separately (individual taxation)? [BePart question],Should Switzerland terminate the Schengen agreement with the EU and reintroduce more security checks directly on the border? [BePart question],32237,32268,0.5598559224889229,Real-Symmetric
Should private households be free to choose their electricity supplier (complete liberalization of the electricity market)?,Are you in favour of lowering the voting age to 16?,32242,32262,0.5598695497479617,Real-Symmetric
Should the Swiss mobile network be equipped throughout the country with the latest technology (currently 5G standard)?,"A popular initiative aims to reduce television and radio fees (CHF 200 per household, exemption for businesses). Do you support this initiative?",32258,32261,0.5598767890944174,Real-Symmetric
Should more qualified workers from non-EU/EFTA countries be allowed to work in Switzerland (increase third-country quota)?,"Are you in favor of expanding the army's target number of soldiers to at least 120,000?",32229,32264,0.5601505380336605,Real-Symmetric
Should the federal government be given additional powers in the area of digitization of government services in order to be able to impose binding directives and standards on the cantons?,"Are you in favor of stronger regulation of the major Internet platforms (i.e., transparency rules on algorithms, increased liability for content, combating disinformation)?",32259,32260,0.5601965045164825,Real-Symmetric
Should the Federal Council's ability to restrict private and economic life in the event of a pandemic be more limited?,Should the differences between cantons with high and low financial capacity be further reduced through fiscal equalization?,32223,32239,0.5602901282793497,Real-Symmetric
Do you support efforts to house asylum seekers in centers outside Europe during the asylum procedure?,Do you think it's fair that environmental and landscape protection rules are being relaxed to allow for the development of renewable energy?,32230,32248,0.5602967239090749,Real-Symmetric
Should compulsory vaccination of children be introduced based on the Swiss vaccination plan?,Should foreign nationals who have lived in Switzerland for at least ten years be granted the right to vote and stand for election at the municipal level?,32220,32231,0.5603216163927616,Real-Symmetric
Should the federal government be given the authority to determine the hospital offering (national hospital planning with regard to locations and range of services)?,"Should the federal government spend more or less in the area of ""Agriculture""?",32224,32283,0.560424897749155,Real-Symmetric
"Are you in favor of stronger regulation of the major Internet platforms (i.e., transparency rules on algorithms, increased liability for content, combating disinformation)?","Are you in favor of expanding the army's target number of soldiers to at least 120,000?",32260,32264,0.5604980660166116,Real-Symmetric
Are you in favor of the introduction of a tax on foods containing sugar (sugar tax)?,"What is your position the following statement: ""Stronger environmental protection is necessary, even if its application limits economic growth.""",32221,32280,0.5605396443076762,Real-Symmetric
"Are you in favour of government measures to make the use of electronic devices more sustainable (e.g., right to repair, extension of warranty period, minimum guaranteed period for software updates)? [BePart question]","Are you in favor of expanding the army's target number of soldiers to at least 120,000?",32257,32264,0.5605430469980355,Real-Symmetric
"Do you support stricter regulations for the financial sector (e.g., stricter capital requirements for banks, ban on bonuses)?","What is your position the following statement: ""In the long term, everyone benefits from a free market economy in the long term.""",32241,32275,0.5605450673356632,Real-Symmetric
Should direct payments only be granted to farmers with proof of ecological performance?,Should Swiss companies be obliged to ensure that their subsidiaries and suppliers operating abroad comply with social and environmental standards?,32253,32271,0.5605878117197542,Real-Symmetric
Do you support efforts to house asylum seekers in centers outside Europe during the asylum procedure?,"Should the Federal Council be allowed to authorize other states to re-export Swiss weapons in cases of a war of aggression in violation of international law (e.g., the attack on Ukraine)? [BePart question]",32230,32266,0.5606081194765618,Real-Symmetric
"Should the conditions for naturalization be relaxed (e.g., shorter residence period)?",Do you think it's right for same-sex couples to have the same rights as heterosexual couples in all areas?,32228,32235,0.5606082257979599,Real-Symmetric
"Should the state be more committed to equal educational opportunities (e.g., through subsidized remedial courses for students from low-income families)?","Should the federal government spend more or less in the area of ""Development assistance""?",32227,32288,0.5606327855006543,Real-Symmetric
Should cannabis use be legalized? [BePart question],Should Switzerland return to a strict interpretation of neutrality (renounce economic sanctions to a large extent)? [BePart question],32232,32273,0.5606800944496538,Real-Symmetric
Should paid parental leave be increased beyond today's 14 weeks of maternity leave and two weeks of paternity leave? [BePart question],Do you think it's right for same-sex couples to have the same rights as heterosexual couples in all areas?,32218,32235,0.5607211277434081,Real-Symmetric
"For married couples, the pension is currently limited to 150% of the maximum individual AHV pension (capping). Should this limit be eliminated?",Should more qualified workers from non-EU/EFTA countries be allowed to work in Switzerland (increase third-country quota)?,32216,32229,0.560915622975254,Real-Symmetric
Should the federal government be given the authority to determine the hospital offering (national hospital planning with regard to locations and range of services)?,Should cannabis use be legalized? [BePart question],32224,32232,0.5609284806655417,Real-Symmetric
